m,lam,f,Jstar,Jsize,mu,vpi,parity
1,2,1,0,1,0,0,0
1,1|1,1,0,1,0,0,0
2,4,1,0,1,0,0,0
2,3|1,3,0,1,0,0,0
2,2|2,2,0|2,2,2,inf,0
2,2|1|1,3,0,1,0,0,0
2,1|1|1|1,1,0,1,0,0,0
3,6,1,0,1,0,0,0
3,5|1,5,0,1,0,0,0
3,4|2,9,0,1,0,0,0
3,4|1|1,10,0|2,2,2,3,0
3,3|3,5,0,1,0,0,0
3,3|2|1,16,3,1,5,5,1
3,3|1|1|1,10,0|2,2,2,3,0
3,2|2|2,5,0,1,0,0,0
3,2|2|1|1,9,0,1,0,0,0
3,2|1|1|1|1,5,0,1,0,0,0
3,1|1|1|1|1|1,1,0,1,0,0,0
4,8,1,0,1,0,0,0
4,7|1,7,0,1,0,0,0
4,6|2,20,0|2,2,4,6,0
4,6|1|1,21,0,1,0,0,0
4,5|3,28,0|2,2,4,6,0
4,5|2|1,64,3,1,9,9,1
4,5|1|1|1,35,0,1,0,0,0
4,4|4,14,0,1,2,2,0
4,4|3|1,70,0,1,2,2,0
4,4|2|2,56,0|4,2,6,8,0
4,4|2|1|1,90,0,1,2,2,0
4,4|1|1|1|1,35,0,1,0,0,0
4,3|3|2,42,0,1,2,2,0
4,3|3|1|1,56,0|4,2,6,8,0
4,3|2|2|1,70,0,1,2,2,0
4,3|2|1|1|1,64,3,1,9,9,1
4,3|1|1|1|1|1,21,0,1,0,0,0
4,2|2|2|2,14,0,1,2,2,0
4,2|2|2|1|1,28,0|2,2,4,6,0
4,2|2|1|1|1|1,20,0|2,2,4,6,0
4,2|1|1|1|1|1|1,7,0,1,0,0,0
4,1|1|1|1|1|1|1|1,1,0,1,0,0,0
5,10,1,0,1,0,0,0
5,9|1,9,0,1,0,0,0
5,8|2,35,0,1,0,0,0
5,8|1|1,36,0|2,2,4,5,0
5,7|3,75,0,1,0,0,0
5,7|2|1,160,3,1,7,7,1
5,7|1|1|1,84,0|2,2,4,5,0
5,6|4,90,0,1,2,2,0
5,6|3|1,315,0,1,0,0,0
5,6|2|2,225,0,1,0,0,0
5,6|2|1|1,350,0,1,2,2,0
5,6|1|1|1|1,126,0,1,2,2,0
5,5|5,42,0,1,2,2,0
5,5|4|1,288,3,1,7,7,1
5,5|3|2,450,0,1,2,2,0
5,5|3|1|1,567,0,1,0,0,0
5,5|2|2|1,525,0,1,0,0,0
5,5|2|1|1|1,448,3|5,2,9,11,1
5,5|1|1|1|1|1,126,0,1,2,2,0
5,4|4|2,252,0|2,2,4,5,0
5,4|4|1|1,300,0|2,2,4,5,0
5,4|3|3,210,0,1,2,2,0
5,4|3|2|1,768,5,1,11,11,1
5,4|3|1|1|1,525,0,1,0,0,0
5,4|2|2|2,300,0|2,2,4,5,0
5,4|2|2|1|1,567,0,1,0,0,0
5,4|2|1|1|1|1,350,0,1,2,2,0
5,4|1|1|1|1|1|1,84,0|2,2,4,5,0
5,3|3|3|1,210,0,1,2,2,0
5,3|3|2|2,252,0|2,2,4,5,0
5,3|3|2|1|1,450,0,1,2,2,0
5,3|3|1|1|1|1,225,0,1,0,0,0
5,3|2|2|2|1,288,3,1,7,7,1
5,3|2|2|1|1|1,315,0,1,0,0,0
5,3|2|1|1|1|1|1,160,3,1,7,7,1
5,3|1|1|1|1|1|1|1,36,0|2,2,4,5,0
5,2|2|2|2|2,42,0,1,2,2,0
5,2|2|2|2|1|1,90,0,1,2,2,0
5,2|2|2|1|1|1|1,75,0,1,0,0,0
5,2|2|1|1|1|1|1|1,35,0,1,0,0,0
5,2|1|1|1|1|1|1|1|1,9,0,1,0,0,0
5,1|1|1|1|1|1|1|1|1|1,1,0,1,0,0,0
6,12,1,0,1,0,0,0
6,11|1,11,0,1,0,0,0
6,10|2,54,0|2,2,2,6,0
6,10|1|1,55,0,1,0,0,0
6,9|3,154,0|2,2,2,6,0
6,9|2|1,320,3,1,9,9,1
6,9|1|1|1,165,0,1,0,0,0
6,8|4,275,0,1,0,0,0
6,8|3|1,891,0,1,0,0,0
6,8|2|2,616,0|4,2,6,8,0
6,8|2|1|1,945,0,1,0,0,0
6,8|1|1|1|1,330,0,1,2,2,0
6,7|5,297,0,1,0,0,0
6,7|4|1,1408,3|5,2,11,12,1
6,7|3|2,1925,0,1,0,0,0
6,7|3|1|1,2376,0|4,2,6,8,0
6,7|2|2|1,2079,0,1,0,0,0
6,7|2|1|1|1,1728,3,1,9,9,1
6,7|1|1|1|1|1,462,0,1,2,2,0
6,6|6,132,0|2,2,4,9,0
6,6|5|1,1155,0,1,0,0,0
6,6|4|2,2673,0,1,0,0,0
6,6|4|1|1,3080,0|4,2,6,8,0
6,6|3|3,1650,0|2,2,2,6,0
6,6|3|2|1,5632,5,1,13,13,1
6,6|3|1|1|1,3696,0|2|4|6,4,8,15,0
6,6|2|2|2,1925,0,1,0,0,0
6,6|2|2|1|1,3564,0|2,2,4,9,0
6,6|2|1|1|1|1,2100,0|2,2,4,8,0
6,6|1|1|1|1|1|1,462,0,1,2,2,0
6,5|5|2,1320,0|4,2,6,8,0
6,5|5|1|1,1485,0,1,0,0,0
6,5|4|3,2112,3,1,9,9,1
6,5|4|2|1,5775,0,1,0,0,0
6,5|4|1|1|1,3520,3,1,9,9,1
6,5|3|3|1,4158,0|2,2,2,6,0
6,5|3|2|2,4455,0,1,0,0,0
6,5|3|2|1|1,7700,0|2,2,4,8,0
6,5|3|1|1|1|1,3564,0|2,2,4,9,0
6,5|2|2|2|1,3520,3,1,9,9,1
6,5|2|2|1|1|1,3696,0|2|4|6,4,8,15,0
6,5|2|1|1|1|1|1,1728,3,1,9,9,1
6,5|1|1|1|1|1|1|1,330,0,1,2,2,0
6,4|4|4,462,0,1,2,2,0
6,4|4|3|1,2970,0,1,2,2,0
6,4|4|2|2,2640,0|2|4|6,4,8,12,0
6,4|4|2|1|1,4455,0,1,0,0,0
6,4|4|1|1|1|1,1925,0,1,0,0,0
6,4|3|3|2,2970,0,1,2,2,0
6,4|3|3|1|1,4158,0|2,2,2,6,0
6,4|3|2|2|1,5775,0,1,0,0,0
6,4|3|2|1|1|1,5632,5,1,13,13,1
6,4|3|1|1|1|1|1,2079,0,1,0,0,0
6,4|2|2|2|2,1485,0,1,0,0,0
6,4|2|2|2|1|1,3080,0|4,2,6,8,0
6,4|2|2|1|1|1|1,2376,0|4,2,6,8,0
6,4|2|1|1|1|1|1|1,945,0,1,0,0,0
6,4|1|1|1|1|1|1|1|1,165,0,1,0,0,0
6,3|3|3|3,462,0,1,2,2,0
6,3|3|3|2|1,2112,3,1,9,9,1
6,3|3|3|1|1|1,1650,0|2,2,2,6,0
6,3|3|2|2|2,1320,0|4,2,6,8,0
6,3|3|2|2|1|1,2673,0,1,0,0,0
6,3|3|2|1|1|1|1,1925,0,1,0,0,0
6,3|3|1|1|1|1|1|1,616,0|4,2,6,8,0
6,3|2|2|2|2|1,1155,0,1,0,0,0
6,3|2|2|2|1|1|1,1408,3|5,2,11,12,1
6,3|2|2|1|1|1|1|1,891,0,1,0,0,0
6,3|2|1|1|1|1|1|1|1,320,3,1,9,9,1
6,3|1|1|1|1|1|1|1|1|1,55,0,1,0,0,0
6,2|2|2|2|2|2,132,0|2,2,4,9,0
6,2|2|2|2|2|1|1,297,0,1,0,0,0
6,2|2|2|2|1|1|1|1,275,0,1,0,0,0
6,2|2|2|1|1|1|1|1|1,154,0|2,2,2,6,0
6,2|2|1|1|1|1|1|1|1|1,54,0|2,2,2,6,0
6,2|1|1|1|1|1|1|1|1|1|1,11,0,1,0,0,0
6,1|1|1|1|1|1|1|1|1|1|1|1,1,0,1,0,0,0
7,14,1,0,1,0,0,0
7,13|1,13,0,1,0,0,0
7,12|2,77,0,1,0,0,0
7,12|1|1,78,0|2,2,2,3,0
7,11|3,273,0,1,0,0,0
7,11|2|1,560,3,1,5,5,1
7,11|1|1|1,286,0|2,2,2,3,0
7,10|4,637,0,1,0,0,0
7,10|3|1,2002,0,1,2,2,0
7,10|2|2,1365,0,1,0,0,0
7,10|2|1|1,2079,0,1,0,0,0
7,10|1|1|1|1,715,0,1,0,0,0
7,9|5,1001,0,1,0,0,0
7,9|4|1,4368,3,1,5,5,1
7,9|3|2,5733,0,1,0,0,0
7,9|3|1|1,7007,0,1,0,0,0
7,9|2|2|1,6006,0,1,2,2,0
7,9|2|1|1|1,4928,3|5,2,9,15,1
7,9|1|1|1|1|1,1287,0,1,0,0,0
7,8|6,1001,0,1,0,0,0
7,8|5|1,6006,0|2,2,2,3,0
7,8|4|2,12012,0|2,2,4,5,0
7,8|4|1|1,13650,0|2,2,2,3,0
7,8|3|3,7007,0,1,0,0,0
7,8|3|2|1,23296,5,1,11,11,1
7,8|3|1|1|1,15015,0,1,0,0,0
7,8|2|2|2,7644,0|2,2,4,5,0
7,8|2|2|1|1,14014,0,1,2,2,0
7,8|2|1|1|1|1,8085,0,1,0,0,0
7,8|1|1|1|1|1|1,1716,0|2,2,4,5,0
7,7|7,429,0,1,0,0,0
7,7|6|1,4576,3,1,7,7,1
7,7|5|2,14014,0|2,2,2,3,0
7,7|5|1|1,15444,0|2,2,4,5,0
7,7|4|3,16016,3,1,5,5,1
7,7|4|2|1,42042,0|2,2,2,3,0
7,7|4|1|1|1,24960,3|7,2,11,13,1
7,7|3|3|1,27027,0,1,0,0,0
7,7|3|2|2,28028,0|2,2,4,5,0
7,7|3|2|1|1,47775,0,1,0,0,0
7,7|3|1|1|1|1,21450,0,1,2,2,0
7,7|2|2|2|1,20384,3,1,7,7,1
7,7|2|2|1|1|1,21021,0,1,0,0,0
7,7|2|1|1|1|1|1,9504,3,1,7,7,1
7,7|1|1|1|1|1|1|1,1716,0|2,2,4,5,0
7,6|6|2,6435,0,1,0,0,0
7,6|6|1|1,7007,0,1,0,0,0
7,6|5|3,15015,0,1,0,0,0
7,6|5|2|1,36608,5,1,11,11,1
7,6|5|1|1|1,21021,0,1,0,0,0
7,6|4|4,9009,0,1,0,0,0
7,6|4|3|1,50050,0,1,2,2,0
7,6|4|2|2,42042,0|2,2,2,3,0
7,6|4|2|1|1,69498,0,1,2,2,0
7,6|4|1|1|1|1,28665,0,1,0,0,0
7,6|3|3|2,35035,0,1,0,0,0
7,6|3|3|1|1,48048,0|2|4|6,4,8,12,0
7,6|3|2|2|1,63063,0,1,0,0,0
7,6|3|2|1|1|1,59904,5|7,2,13,15,1
7,6|3|1|1|1|1|1,21021,0,1,0,0,0
7,6|2|2|2|2,14014,0,1,2,2,0
7,6|2|2|2|1|1,28665,0,1,0,0,0
7,6|2|2|1|1|1|1,21450,0,1,2,2,0
7,6|2|1|1|1|1|1|1,8085,0,1,0,0,0
7,6|1|1|1|1|1|1|1|1,1287,0,1,0,0,0
7,5|5|4,6006,0,1,2,2,0
7,5|5|3|1,27027,0,1,0,0,0
7,5|5|2|2,21450,0|2,2,2,3,0
7,5|5|2|1|1,35035,0,1,0,0,0
7,5|5|1|1|1|1,14014,0,1,2,2,0
7,5|4|4|1,21021,0,1,0,0,0
7,5|4|3|2,48048,3,1,5,5,1
7,5|4|3|1|1,64064,3|5,2,9,13,1
7,5|4|2|2|1,68640,3,1,7,7,1
7,5|4|2|1|1|1,63063,0,1,0,0,0
7,5|4|1|1|1|1|1,20384,3,1,7,7,1
7,5|3|3|3,15015,0,1,0,0,0
7,5|3|3|2|1,64064,3|5,2,9,13,1
7,5|3|3|1|1|1,48048,0|2|4|6,4,8,12,0
7,5|3|2|2|2,35035,0,1,0,0,0
7,5|3|2|2|1|1,69498,0,1,2,2,0
7,5|3|2|1|1|1|1,47775,0,1,0,0,0
7,5|3|1|1|1|1|1|1,14014,0,1,2,2,0
7,5|2|2|2|2|1,21021,0,1,0,0,0
7,5|2|2|2|1|1|1,24960,3|7,2,11,13,1
7,5|2|2|1|1|1|1|1,15015,0,1,0,0,0
7,5|2|1|1|1|1|1|1|1,4928,3|5,2,9,15,1
7,5|1|1|1|1|1|1|1|1|1,715,0,1,0,0,0
7,4|4|4|2,12012,0|2,2,4,5,0
7,4|4|4|1|1,15015,0,1,0,0,0
7,4|4|3|3,12012,0|2,2,4,5,0
7,4|4|3|2|1,48048,3,1,5,5,1
7,4|4|3|1|1|1,35035,0,1,0,0,0
7,4|4|2|2|2,21450,0|2,2,2,3,0
7,4|4|2|2|1|1,42042,0|2,2,2,3,0
7,4|4|2|1|1|1|1,28028,0|2,2,4,5,0
7,4|4|1|1|1|1|1|1,7644,0|2,2,4,5,0
7,4|3|3|3|1,21021,0,1,0,0,0
7,4|3|3|2|2,27027,0,1,0,0,0
7,4|3|3|2|1|1,50050,0,1,2,2,0
7,4|3|3|1|1|1|1,27027,0,1,0,0,0
7,4|3|2|2|2|1,36608,5,1,11,11,1
7,4|3|2|2|1|1|1,42042,0|2,2,2,3,0
7,4|3|2|1|1|1|1|1,23296,5,1,11,11,1
7,4|3|1|1|1|1|1|1|1,6006,0,1,2,2,0
7,4|2|2|2|2|2,7007,0,1,0,0,0
7,4|2|2|2|2|1|1,15444,0|2,2,4,5,0
7,4|2|2|2|1|1|1|1,13650,0|2,2,2,3,0
7,4|2|2|1|1|1|1|1|1,7007,0,1,0,0,0
7,4|2|1|1|1|1|1|1|1|1,2079,0,1,0,0,0
7,4|1|1|1|1|1|1|1|1|1|1,286,0|2,2,2,3,0
7,3|3|3|3|2,6006,0,1,2,2,0
7,3|3|3|3|1|1,9009,0,1,0,0,0
7,3|3|3|2|2|1,15015,0,1,0,0,0
7,3|3|3|2|1|1|1,16016,3,1,5,5,1
7,3|3|3|1|1|1|1|1,7007,0,1,0,0,0
7,3|3|2|2|2|2,6435,0,1,0,0,0
7,3|3|2|2|2|1|1,14014,0|2,2,2,3,0
7,3|3|2|2|1|1|1|1,12012,0|2,2,4,5,0
7,3|3|2|1|1|1|1|1|1,5733,0,1,0,0,0
7,3|3|1|1|1|1|1|1|1|1,1365,0,1,0,0,0
7,3|2|2|2|2|2|1,4576,3,1,7,7,1
7,3|2|2|2|2|1|1|1,6006,0|2,2,2,3,0
7,3|2|2|2|1|1|1|1|1,4368,3,1,5,5,1
7,3|2|2|1|1|1|1|1|1|1,2002,0,1,2,2,0
7,3|2|1|1|1|1|1|1|1|1|1,560,3,1,5,5,1
7,3|1|1|1|1|1|1|1|1|1|1|1,78,0|2,2,2,3,0
7,2|2|2|2|2|2|2,429,0,1,0,0,0
7,2|2|2|2|2|2|1|1,1001,0,1,0,0,0
7,2|2|2|2|2|1|1|1|1,1001,0,1,0,0,0
7,2|2|2|2|1|1|1|1|1|1,637,0,1,0,0,0
7,2|2|2|1|1|1|1|1|1|1|1,273,0,1,0,0,0
7,2|2|1|1|1|1|1|1|1|1|1|1,77,0,1,0,0,0
7,2|1|1|1|1|1|1|1|1|1|1|1|1,13,0,1,0,0,0
7,1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,0,1,0,0,0
8,16,1,0,1,0,0,0
8,15|1,15,0,1,0,0,0
8,14|2,104,0|2,2,6,8,0
8,14|1|1,105,0,1,0,0,0
8,13|3,440,0|2,2,6,8,0
8,13|2|1,896,3,1,11,11,1
8,13|1|1|1,455,0,1,0,0,0
8,12|4,1260,0,1,4,4,0
8,12|3|1,3900,0,1,4,4,0
8,12|2|2,2640,0|4,2,8,10,0
8,12|2|1|1,4004,0,1,4,4,0
8,12|1|1|1|1,1365,0,1,0,0,0
8,11|5,2548,0,1,4,4,0
8,11|4|1,10752,3|5,2,15,16,1
8,11|3|2,13860,0,1,4,4,0
8,11|3|1|1,16848,0|4,2,8,10,0
8,11|2|2|1,14300,0,1,4,4,0
8,11|2|1|1|1,11648,3,1,11,11,1
8,11|1|1|1|1|1,3003,0,1,0,0,0
8,10|6,3640,0|2,2,6,8,0
8,10|5|1,20020,0,1,4,4,0
8,10|4|2,38220,0,1,4,4,0
8,10|4|1|1,43120,0|4,2,8,10,0
8,10|3|3,21840,0|2,2,8,10,0
8,10|3|2|1,71680,5,1,17,17,1
8,10|3|1|1|1,45760,0|2|4|6,4,12,21,0
8,10|2|2|2,23100,0,1,4,4,0
8,10|2|2|1|1,42120,0|2,2,6,8,0
8,10|2|1|1|1|1,24024,0|2,2,6,8,0
8,10|1|1|1|1|1|1,5005,0,1,0,0,0
8,9|7,3432,0|2,2,6,8,0
8,9|6|1,24960,3,1,11,11,1
8,9|5|2,65520,0|4,2,8,10,0
8,9|5|1|1,71500,0,1,4,4,0
8,9|4|3,69888,3,1,13,13,1
8,9|4|2|1,180180,0,1,4,4,0
8,9|4|1|1|1,105600,3,1,11,11,1
8,9|3|3|1,112112,0|2,2,8,10,0
8,9|3|2|2,114660,0,1,4,4,0
8,9|3|2|1|1,194040,0|2,2,6,8,0
8,9|3|1|1|1|1,85800,0|2,2,6,8,0
8,9|2|2|2|1,80640,3,1,13,13,1
8,9|2|2|1|1|1,82368,0|2|4|6,4,12,21,0
8,9|2|1|1|1|1|1,36608,3,1,13,13,1
8,9|1|1|1|1|1|1|1,6435,0,1,0,0,0
8,8|8,1430,0,1,2,2,0
8,8|7|1,18018,0,1,2,2,0
8,8|6|2,68640,0|4,2,10,12,0
8,8|6|1|1,73710,0,1,2,2,0
8,8|5|3,112112,0|4,2,8,10,0
8,8|5|2|1,266240,5|7,2,19,20,1
8,8|5|1|1|1,150150,0,1,2,2,0
8,8|4|4,60060,0,1,4,4,0
8,8|4|3|1,318500,0,1,4,4,0
8,8|4|2|2,262080,0|2|4|6,4,12,16,0
8,8|4|2|1|1,429000,0,1,6,6,0
8,8|4|1|1|1|1,173250,0,1,2,2,0
8,8|3|3|2,206388,0,1,4,4,0
8,8|3|3|1|1,280280,0|2,2,6,8,0
8,8|3|2|2|1,360360,0,1,6,6,0
8,8|3|2|1|1|1,337920,5,1,17,17,1
8,8|3|1|1|1|1|1,115830,0,1,2,2,0
8,8|2|2|2|2,76440,0,1,6,6,0
8,8|2|2|2|1|1,155232,0|4,2,10,12,0
8,8|2|2|1|1|1|1,114400,0|4,2,10,12,0
8,8|2|1|1|1|1|1|1,42042,0,1,2,2,0
8,8|1|1|1|1|1|1|1|1,6435,0,1,0,0,0
8,7|7|2,30030,0,1,2,2,0
8,7|7|1|1,32032,0|4,2,10,12,0
8,7|6|3,91520,3,1,11,11,1
8,7|6|2|1,210210,0,1,2,2,0
8,7|6|1|1|1,116480,3,1,13,13,1
8,7|5|4,100100,0,1,4,4,0
8,7|5|3|1,416988,0,1,4,4,0
8,7|5|2|2,320320,0|2|4|6,4,12,16,0
8,7|5|2|1|1,515970,0,1,2,2,0
8,7|5|1|1|1|1,200200,0,1,6,6,0
8,7|4|4|1,240240,0|4,2,8,10,0
8,7|4|3|2,512512,3|5,2,15,16,1
8,7|4|3|1|1,673920,3,1,11,11,1
8,7|4|2|2|1,698880,3|5,2,15,16,1
8,7|4|2|1|1|1,630630,0,1,2,2,0
8,7|4|1|1|1|1|1,197120,3|5,2,15,16,1
8,7|3|3|3,140140,0,1,4,4,0
8,7|3|3|2|1,582400,3,1,13,13,1
8,7|3|3|1|1|1,429000,0|2,2,6,8,0
8,7|3|2|2|2,305760,0|4,2,10,12,0
8,7|3|2|2|1|1,600600,0,1,6,6,0
8,7|3|2|1|1|1|1,404250,0,1,2,2,0
8,7|3|1|1|1|1|1|1,114400,0|4,2,10,12,0
8,7|2|2|2|2|1,168168,0,1,6,6,0
8,7|2|2|2|1|1|1,197120,3|5,2,15,16,1
8,7|2|2|1|1|1|1|1,115830,0,1,2,2,0
8,7|2|1|1|1|1|1|1|1,36608,3,1,13,13,1
8,7|1|1|1|1|1|1|1|1|1,5005,0,1,0,0,0
8,6|6|4,51480,0|2,2,6,8,0
8,6|6|3|1,200200,0|2,2,6,8,0
8,6|6|2|2,150150,0,1,2,2,0
8,6|6|2|1|1,240240,0|2,2,8,10,0
8,6|6|1|1|1|1,91728,0|2,2,8,10,0
8,6|5|5,36036,0,1,4,4,0
8,6|5|4|1,292864,5,1,17,17,1
8,6|5|3|2,500500,0,1,4,4,0
8,6|5|3|1|1,648648,0|2,2,6,8,0
8,6|5|2|2|1,630630,0,1,2,2,0
8,6|5|2|1|1|1,559104,5,1,17,17,1
8,6|5|1|1|1|1|1,168168,0,1,6,6,0
8,6|4|4|2,336336,0|4,2,8,10,0
8,6|4|4|1|1,411840,0|2|4|6,4,12,19,0
8,6|4|3|3,300300,0,1,4,4,0
8,6|4|3|2|1,1153152,3,1,11,11,1
8,6|4|3|1|1|1,819000,0|2,2,6,8,0
8,6|4|2|2|2,480480,0|4,2,10,12,0
8,6|4|2|2|1|1,928746,0,1,2,2,0
8,6|4|2|1|1|1|1,600600,0,1,6,6,0
8,6|4|1|1|1|1|1|1,155232,0|4,2,10,12,0
8,6|3|3|3|1,360360,0|2,2,6,8,0
8,6|3|3|2|2,448448,0|2|4|6,4,12,19,0
8,6|3|3|2|1|1,819000,0|2,2,6,8,0
8,6|3|3|1|1|1|1,429000,0|2,2,6,8,0
8,6|3|2|2|2|1,559104,5,1,17,17,1
8,6|3|2|2|1|1|1,630630,0,1,2,2,0
8,6|3|2|1|1|1|1|1,337920,5,1,17,17,1
8,6|3|1|1|1|1|1|1|1,82368,0|2|4|6,4,12,21,0
8,6|2|2|2|2|2,91728,0|2,2,8,10,0
8,6|2|2|2|2|1|1,200200,0,1,6,6,0
8,6|2|2|2|1|1|1|1,173250,0,1,2,2,0
8,6|2|2|1|1|1|1|1|1,85800,0|2,2,6,8,0
8,6|2|1|1|1|1|1|1|1|1,24024,0|2,2,6,8,0
8,6|1|1|1|1|1|1|1|1|1|1,3003,0,1,0,0,0
8,5|5|5|1,60060,0,1,4,4,0
8,5|5|4|2,231660,0,1,4,4,0
8,5|5|4|1|1,280280,0|2,2,6,8,0
8,5|5|3|3,171600,0|4,2,8,10,0
8,5|5|3|2|1,640640,3,1,11,11,1
8,5|5|3|1|1|1,448448,0|2|4|6,4,12,19,0
8,5|5|2|2|2,250250,0,1,2,2,0
8,5|5|2|2|1|1,480480,0|4,2,10,12,0
8,5|5|2|1|1|1|1,305760,0|4,2,10,12,0
8,5|5|1|1|1|1|1|1,76440,0,1,6,6,0
8,5|4|4|3,180180,0,1,4,4,0
8,5|4|4|2|1,549120,3,1,13,13,1
8,5|4|4|1|1|1,360360,0|2,2,6,8,0
8,5|4|3|3|1,549120,3,1,13,13,1
8,5|4|3|2|2,640640,3,1,11,11,1
8,5|4|3|2|1|1,1153152,3,1,11,11,1
8,5|4|3|1|1|1|1,582400,3,1,13,13,1
8,5|4|2|2|2|1,630630,0,1,2,2,0
8,5|4|2|2|1|1|1,698880,3|5,2,15,16,1
8,5|4|2|1|1|1|1|1,360360,0,1,6,6,0
8,5|4|1|1|1|1|1|1|1,80640,3,1,13,13,1
8,5|3|3|3|2,280280,0|2,2,6,8,0
8,5|3|3|3|1|1,411840,0|2|4|6,4,12,19,0
8,5|3|3|2|2|1,648648,0|2,2,6,8,0
8,5|3|3|2|1|1|1,673920,3,1,11,11,1
8,5|3|3|1|1|1|1|1,280280,0|2,2,6,8,0
8,5|3|2|2|2|2,240240,0|2,2,8,10,0
8,5|3|2|2|2|1|1,515970,0,1,2,2,0
8,5|3|2|2|1|1|1|1,429000,0,1,6,6,0
8,5|3|2|1|1|1|1|1|1,194040,0|2,2,6,8,0
8,5|3|1|1|1|1|1|1|1|1,42120,0|2,2,6,8,0
8,5|2|2|2|2|2|1,116480,3,1,13,13,1
8,5|2|2|2|2|1|1|1,150150,0,1,2,2,0
8,5|2|2|2|1|1|1|1|1,105600,3,1,11,11,1
8,5|2|2|1|1|1|1|1|1|1,45760,0|2|4|6,4,12,21,0
8,5|2|1|1|1|1|1|1|1|1|1,11648,3,1,11,11,1
8,5|1|1|1|1|1|1|1|1|1|1|1,1365,0,1,0,0,0
8,4|4|4|4,24024,0,1,6,6,0
8,4|4|4|3|1,180180,0,1,4,4,0
8,4|4|4|2|2,171600,0|4,2,8,10,0
8,4|4|4|2|1|1,300300,0,1,4,4,0
8,4|4|4|1|1|1|1,140140,0,1,4,4,0
8,4|4|3|3|2,231660,0,1,4,4,0
8,4|4|3|3|1|1,336336,0|4,2,8,10,0
8,4|4|3|2|2|1,500500,0,1,4,4,0
8,4|4|3|2|1|1|1,512512,3|5,2,15,16,1
8,4|4|3|1|1|1|1|1,206388,0,1,4,4,0
8,4|4|2|2|2|2,150150,0,1,2,2,0
8,4|4|2|2|2|1|1,320320,0|2|4|6,4,12,16,0
8,4|4|2|2|1|1|1|1,262080,0|2|4|6,4,12,16,0
8,4|4|2|1|1|1|1|1|1,114660,0,1,4,4,0
8,4|4|1|1|1|1|1|1|1|1,23100,0,1,4,4,0
8,4|3|3|3|3,60060,0,1,4,4,0
8,4|3|3|3|2|1,292864,5,1,17,17,1
8,4|3|3|3|1|1|1,240240,0|4,2,8,10,0
8,4|3|3|2|2|2,200200,0|2,2,6,8,0
8,4|3|3|2|2|1|1,416988,0,1,4,4,0
8,4|3|3|2|1|1|1|1,318500,0,1,4,4,0
8,4|3|3|1|1|1|1|1|1,112112,0|2,2,8,10,0
8,4|3|2|2|2|2|1,210210,0,1,2,2,0
8,4|3|2|2|2|1|1|1,266240,5|7,2,19,20,1
8,4|3|2|2|1|1|1|1|1,180180,0,1,4,4,0
8,4|3|2|1|1|1|1|1|1|1,71680,5,1,17,17,1
8,4|3|1|1|1|1|1|1|1|1|1,14300,0,1,4,4,0
8,4|2|2|2|2|2|2,32032,0|4,2,10,12,0
8,4|2|2|2|2|2|1|1,73710,0,1,2,2,0
8,4|2|2|2|2|1|1|1|1,71500,0,1,4,4,0
8,4|2|2|2|1|1|1|1|1|1,43120,0|4,2,8,10,0
8,4|2|2|1|1|1|1|1|1|1|1,16848,0|4,2,8,10,0
8,4|2|1|1|1|1|1|1|1|1|1|1,4004,0,1,4,4,0
8,4|1|1|1|1|1|1|1|1|1|1|1|1,455,0,1,0,0,0
8,3|3|3|3|3|1,36036,0,1,4,4,0
8,3|3|3|3|2|2,51480,0|2,2,6,8,0
8,3|3|3|3|2|1|1,100100,0,1,4,4,0
8,3|3|3|3|1|1|1|1,60060,0,1,4,4,0
8,3|3|3|2|2|2|1,91520,3,1,11,11,1
8,3|3|3|2|2|1|1|1,112112,0|4,2,8,10,0
8,3|3|3|2|1|1|1|1|1,69888,3,1,13,13,1
8,3|3|3|1|1|1|1|1|1|1,21840,0|2,2,8,10,0
8,3|3|2|2|2|2|2,30030,0,1,2,2,0
8,3|3|2|2|2|2|1|1,68640,0|4,2,10,12,0
8,3|3|2|2|2|1|1|1|1,65520,0|4,2,8,10,0
8,3|3|2|2|1|1|1|1|1|1,38220,0,1,4,4,0
8,3|3|2|1|1|1|1|1|1|1|1,13860,0,1,4,4,0
8,3|3|1|1|1|1|1|1|1|1|1|1,2640,0|4,2,8,10,0
8,3|2|2|2|2|2|2|1,18018,0,1,2,2,0
8,3|2|2|2|2|2|1|1|1,24960,3,1,11,11,1
8,3|2|2|2|2|1|1|1|1|1,20020,0,1,4,4,0
8,3|2|2|2|1|1|1|1|1|1|1,10752,3|5,2,15,16,1
8,3|2|2|1|1|1|1|1|1|1|1|1,3900,0,1,4,4,0
8,3|2|1|1|1|1|1|1|1|1|1|1|1,896,3,1,11,11,1
8,3|1|1|1|1|1|1|1|1|1|1|1|1|1,105,0,1,0,0,0
8,2|2|2|2|2|2|2|2,1430,0,1,2,2,0
8,2|2|2|2|2|2|2|1|1,3432,0|2,2,6,8,0
8,2|2|2|2|2|2|1|1|1|1,3640,0|2,2,6,8,0
8,2|2|2|2|2|1|1|1|1|1|1,2548,0,1,4,4,0
8,2|2|2|2|1|1|1|1|1|1|1|1,1260,0,1,4,4,0
8,2|2|2|1|1|1|1|1|1|1|1|1|1,440,0|2,2,6,8,0
