m,lam,f,Jstar,Jsize,mu,vpi,parity
14,7|5|3|3|2|1|1|1|1|1|1|1|1,2965943385405,0,1,0,0,0
14,7|5|3|3|1|1|1|1|1|1|1|1|1|1,654790696560,0|4,2,8,10,0
14,7|5|3|2|2|2|2|2|2|1,3659280800175,0,1,0,0,0
14,7|5|3|2|2|2|2|2|1|1|1,5248044172800,3|5,2,15,16,1
14,7|5|3|2|2|2|2|1|1|1|1|1,4466319257400,0,1,6,6,0
14,7|5|3|2|2|2|1|1|1|1|1|1|1,2614605739200,3,1,9,9,1
14,7|5|3|2|2|1|1|1|1|1|1|1|1|1,1066008972600,0,1,6,6,0
14,7|5|3|2|1|1|1|1|1|1|1|1|1|1|1,285558873600,3|5,2,15,16,1
14,7|5|3|1|1|1|1|1|1|1|1|1|1|1|1|1,40853214675,0,1,0,0,0
14,7|5|2|2|2|2|2|2|2|2,386508397275,0,1,0,0,0
14,7|5|2|2|2|2|2|2|2|1|1,947563531200,0|2|4|6,4,12,16,0
14,7|5|2|2|2|2|2|2|1|1|1|1,1049428860480,0|2|4|6,4,12,16,0
14,7|5|2|2|2|2|2|1|1|1|1|1|1,785345611050,0,1,2,2,0
14,7|5|2|2|2|2|1|1|1|1|1|1|1|1,426155102100,0,1,4,4,0
14,7|5|2|2|2|1|1|1|1|1|1|1|1|1|1,168275764800,0|2|4|6,4,12,16,0
14,7|5|2|2|1|1|1|1|1|1|1|1|1|1|1|1,46625342400,0|2|4|6,4,12,16,0
14,7|5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,8249586345,0,1,0,0,0
14,7|5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,717084225,0,1,0,0,0
14,7|4|4|4|4|4|1,1199347269120,3|5,2,15,16,1
14,7|4|4|4|4|3|2,3865083972750,0,1,2,2,0
14,7|4|4|4|4|3|1|1,5638003010640,0|4,2,8,10,0
14,7|4|4|4|4|2|2|1,7178013092250,0,1,2,2,0
14,7|4|4|4|4|2|1|1|1,7441404647040,3,1,11,11,1
14,7|4|4|4|4|1|1|1|1|1,2984313321990,0,1,2,2,0
14,7|4|4|4|3|3|3,2294669520000,3,1,11,11,1
14,7|4|4|4|3|3|2|1,11484820947600,0|4,2,8,10,0
14,7|4|4|4|3|3|1|1|1,9719385661440,3|11,2,23,29,1
14,7|4|4|4|3|2|2|2,7852869024000,3|5,2,13,14,1
14,7|4|4|4|3|2|2|1|1,16705194105600,3,1,13,13,1
14,7|4|4|4|3|2|1|1|1|1,13288222584000,3,1,9,9,1
14,7|4|4|4|3|1|1|1|1|1|1,4938488755200,3|5,2,17,18,1
14,7|4|4|4|2|2|2|2|1,7495920432000,3,1,11,11,1
14,7|4|4|4|2|2|2|1|1|1,9788199671250,0|2,2,2,6,0
14,7|4|4|4|2|2|1|1|1|1|1,6957634320000,3,1,11,11,1
14,7|4|4|4|2|1|1|1|1|1|1|1,2944825884000,0|4,2,10,12,0
14,7|4|4|4|1|1|1|1|1|1|1|1|1,619963344000,3,1,11,11,1
14,7|4|4|3|3|3|3|1,4474605564000,0|4,2,10,12,0
14,7|4|4|3|3|3|2|2,6596409980160,0|2|8|10,4,16,23,0
14,7|4|4|3|3|3|2|1|1,13155340358160,0|4,2,8,10,0
14,7|4|4|3|3|3|1|1|1|1,8305139115000,0|4,2,6,8,0
14,7|4|4|3|3|2|2|2|1,12593146325760,3|5,2,13,14,1
14,7|4|4|3|3|2|2|1|1|1,15987392796375,0,1,0,0,0
14,7|4|4|3|3|2|1|1|1|1|1,10582475904000,3|5,2,17,18,1
14,7|4|4|3|3|1|1|1|1|1|1|1,3598041807360,0|2|8|10,4,18,25,0
14,7|4|4|3|2|2|2|2|2,4385113452720,0|4,2,8,10,0
14,7|4|4|3|2|2|2|2|1|1,10248328715625,0,1,0,0,0
14,7|4|4|3|2|2|2|1|1|1|1,10231104633750,0,1,2,2,0
14,7|4|4|3|2|2|1|1|1|1|1|1,6388568550000,0|4,2,8,10,0
14,7|4|4|3|2|1|1|1|1|1|1|1|1,2538749893680,0|4,2,8,10,0
14,7|4|4|3|1|1|1|1|1|1|1|1|1|1,541111756185,0,1,0,0,0
14,7|4|4|2|2|2|2|2|2|1,2610186579000,0|4,2,6,8,0
14,7|4|4|2|2|2|2|2|1|1|1,3731001120000,3|5,2,13,14,1
14,7|4|4|2|2|2|2|1|1|1|1|1,3155170590000,0|4,2,8,10,0
14,7|4|4|2|2|2|1|1|1|1|1|1|1,1826952192000,3|11,2,23,29,1
14,7|4|4|2|2|1|1|1|1|1|1|1|1|1,730852242120,0|4,2,6,8,0
14,7|4|4|2|1|1|1|1|1|1|1|1|1|1|1,188972784000,3|5,2,11,12,1
14,7|4|4|1|1|1|1|1|1|1|1|1|1|1|1|1,25053210000,0|4,2,8,10,0
14,7|4|3|3|3|3|3|2,1982594465280,3|5,2,15,16,1
14,7|4|3|3|3|3|3|1|1,3189173420160,3,1,11,11,1
14,7|4|3|3|3|3|2|2|1,5996736345600,3|5,2,15,16,1
14,7|4|3|3|3|3|2|1|1|1,7034452830405,0,1,0,0,0
14,7|4|3|3|3|3|1|1|1|1|1,3636523537920,3|5,2,15,16,1
14,7|4|3|3|3|2|2|2|2,3341038821120,3|5,2,13,14,1
14,7|4|3|3|3|2|2|2|1|1,7695811643520,3|5,2,11,12,1
14,7|4|3|3|3|2|2|1|1|1|1,7407733132800,3|5,2,15,16,1
14,7|4|3|3|3|2|1|1|1|1|1|1,4252231226880,3|5,2,15,16,1
14,7|4|3|3|3|1|1|1|1|1|1|1|1,1325594350080,3|5,2,15,16,1
14,7|4|3|3|2|2|2|2|2|1,3876127069815,0,1,0,0,0
14,7|4|3|3|2|2|2|2|1|1|1,5494747104000,3|5,2,13,14,1
14,7|4|3|3|2|2|2|1|1|1|1|1,4567826513250,0,1,2,2,0
14,7|4|3|3|2|2|1|1|1|1|1|1|1,2556503389440,3,1,13,13,1
14,7|4|3|3|2|1|1|1|1|1|1|1|1|1,948702429675,0,1,0,0,0
14,7|4|3|3|1|1|1|1|1|1|1|1|1|1|1,196531695360,3|5,2,13,14,1
14,7|4|3|2|2|2|2|2|2|2,835259705280,3,1,9,9,1
14,7|4|3|2|2|2|2|2|2|1|1,2040906067200,3|5,2,13,14,1
14,7|4|3|2|2|2|2|2|1|1|1|1,2243676864000,3|5,2,15,16,1
14,7|4|3|2|2|2|2|1|1|1|1|1|1,1656992937600,3,1,11,11,1
14,7|4|3|2|2|2|1|1|1|1|1|1|1|1,878649819840,3,1,9,9,1
14,7|4|3|2|2|1|1|1|1|1|1|1|1|1|1,332592099840,3|5,2,15,16,1
14,7|4|3|2|1|1|1|1|1|1|1|1|1|1|1|1,84369667200,3|5,2,11,12,1
14,7|4|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,11675664000,3,1,11,11,1
14,7|4|2|2|2|2|2|2|2|2|1,317474277120,3|5,2,13,14,1
14,7|4|2|2|2|2|2|2|2|1|1|1,477291260160,0|2|8|10,4,16,23,0
14,7|4|2|2|2|2|2|2|1|1|1|1|1,441864783360,3|5,2,15,16,1
14,7|4|2|2|2|2|2|1|1|1|1|1|1|1,295151867010,0,1,2,2,0
14,7|4|2|2|2|2|1|1|1|1|1|1|1|1|1,147251520000,3|5,2,15,16,1
14,7|4|2|2|2|1|1|1|1|1|1|1|1|1|1|1,54515784960,0|2|8|10,4,16,23,0
14,7|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,14408634240,3|5,2,11,12,1
14,7|4|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2480267790,0,1,2,2,0
14,7|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,215968896,3|5,2,11,12,1
14,7|3|3|3|3|3|3|3,157758529500,0,1,4,4,0
14,7|3|3|3|3|3|3|2|1,899510451840,3,1,11,11,1
14,7|3|3|3|3|3|3|1|1|1,830513911500,0|2,2,4,9,0
14,7|3|3|3|3|3|2|2|2,765654729840,0|4,2,8,10,0
14,7|3|3|3|3|3|2|2|1|1,1707664373415,0,1,0,0,0
14,7|3|3|3|3|3|2|1|1|1|1,1504695792600,0,1,6,6,0
14,7|3|3|3|3|3|1|1|1|1|1|1,667818365760,0|4,2,12,14,0
14,7|3|3|3|3|2|2|2|2|1,1268840698125,0,1,0,0,0
14,7|3|3|3|3|2|2|2|1|1|1,1763745984000,3|5,2,15,16,1
14,7|3|3|3|3|2|2|1|1|1|1|1,1405485081000,0,1,6,6,0
14,7|3|3|3|3|2|1|1|1|1|1|1|1,717312960000,3,1,15,15,1
14,7|3|3|3|3|1|1|1|1|1|1|1|1|1,206137811880,0,1,6,6,0
14,7|3|3|3|2|2|2|2|2|2,426330474570,0|2,2,2,6,0
14,7|3|3|3|2|2|2|2|2|1|1,1036397612250,0,1,2,2,0
14,7|3|3|3|2|2|2|2|1|1|1|1,1126189968750,0,1,2,2,0
14,7|3|3|3|2|2|2|1|1|1|1|1|1,813701889000,0|2,2,6,11,0
14,7|3|3|3|2|2|1|1|1|1|1|1|1|1,413979242040,0|2,2,6,11,0
14,7|3|3|3|2|1|1|1|1|1|1|1|1|1|1,143560261845,0,1,0,0,0
14,7|3|3|3|1|1|1|1|1|1|1|1|1|1|1|1,28498026375,0,1,0,0,0
14,7|3|3|2|2|2|2|2|2|2|1,327552825600,3,1,13,13,1
14,7|3|3|2|2|2|2|2|2|1|1|1,490804314000,0|4,2,8,10,0
14,7|3|3|2|2|2|2|2|1|1|1|1|1,451501776000,3,1,11,11,1
14,7|3|3|2|2|2|2|1|1|1|1|1|1|1,298307037600,0|2,2,10,14,0
14,7|3|3|2|2|2|1|1|1|1|1|1|1|1|1,146024424000,3,1,9,9,1
14,7|3|3|2|2|1|1|1|1|1|1|1|1|1|1|1,52182257400,0|4,2,6,8,0
14,7|3|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1,12780768000,3,1,13,13,1
14,7|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1761259500,0|2,2,4,8,0
14,7|3|2|2|2|2|2|2|2|2|2,44782612875,0,1,0,0,0
14,7|3|2|2|2|2|2|2|2|2|1|1,112438806480,0|4,2,8,10,0
14,7|3|2|2|2|2|2|2|2|1|1|1|1,130836420000,0|4,2,10,12,0
14,7|3|2|2|2|2|2|2|1|1|1|1|1|1,105951952260,0,1,4,4,0
14,7|3|2|2|2|2|2|1|1|1|1|1|1|1|1,64537580250,0,1,2,2,0
14,7|3|2|2|2|2|1|1|1|1|1|1|1|1|1|1,30063852000,0|4,2,10,12,0
14,7|3|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1,10592061480,0|4,2,6,8,0
14,7|3|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2719591875,0,1,0,0,0
14,7|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,468495027,0,1,0,0,0
14,7|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,43263000,0|4,2,6,8,0
14,7|2|2|2|2|2|2|2|2|2|2|1,10150725585,0,1,0,0,0
14,7|2|2|2|2|2|2|2|2|2|1|1|1,15780885120,3,1,11,11,1
14,7|2|2|2|2|2|2|2|2|1|1|1|1|1,15489019260,0,1,4,4,0
14,7|2|2|2|2|2|2|2|1|1|1|1|1|1|1,11296834560,3|5,2,17,18,1
14,7|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1,6388568550,0,1,2,2,0
14,7|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1,2823387840,3,1,9,9,1
14,7|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,964548585,0,1,0,0,0
14,7|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,247543296,3|5,2,15,16,1
14,7|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,45187065,0,1,0,0,0
14,7|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,5262400,3,1,9,9,1
14,7|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,296010,0,1,2,2,0
14,6|6|6|6|4,205086088350,0,1,2,2,0
14,6|6|6|6|3|1,913565302650,0,1,2,2,0
14,6|6|6|6|2|2,730852242120,0|2,2,6,11,0
14,6|6|6|6|2|1|1,1218087070200,0,1,6,6,0
14,6|6|6|6|1|1|1|1,505974629160,0,1,6,6,0
14,6|6|6|5|5,191413682460,0|2,2,4,8,0
14,6|6|6|5|4|1,1909165040640,5,1,15,15,1
14,6|6|6|5|3|2,3654261210600,0|2,2,6,11,0
14,6|6|6|5|3|1|1,4933252634310,0,1,2,2,0
14,6|6|6|5|2|2|1,5115965694840,0|2,2,6,11,0
14,6|6|6|5|2|1|1|1,4797389076480,5,1,17,17,1
14,6|6|6|5|1|1|1|1|1,1590205977360,0|2,2,8,12,0
14,6|6|6|4|4|2,2923408968480,0|2|4|6,4,10,17,0
14,6|6|6|4|4|1|1,3728837970000,0|4,2,8,10,0
14,6|6|6|4|3|3,2842203163800,0|2,2,6,10,0
14,6|6|6|4|3|2|1,11693635873920,3,1,11,11,1
14,6|6|6|4|3|1|1|1,8784281756250,0,1,2,2,0
14,6|6|6|4|2|2|2,5315289033600,0|2|4|6,4,14,21,0
14,6|6|6|4|2|2|1|1,10625467212360,0|2,2,6,11,0
14,6|6|6|4|2|1|1|1|1,7362064710000,0|2,2,8,13,0
14,6|6|6|4|1|1|1|1|1|1,2120274636480,0|2|4|6,4,12,21,0
14,6|6|6|3|3|3|1,4263304745700,0,1,4,4,0
14,6|6|6|3|3|2|2,5581053485280,0|4,2,10,12,0
14,6|6|6|3|3|2|1|1,10541138107500,0,1,4,4,0
14,6|6|6|3|3|1|1|1|1,5915944856250,0,1,2,2,0
14,6|6|6|3|2|2|2|1,7850273034240,5,1,19,19,1
14,6|6|6|3|2|2|1|1|1,9276201534600,0|2,2,6,11,0
14,6|6|6|3|2|1|1|1|1|1,5384824473600,5,1,17,17,1
14,6|6|6|3|1|1|1|1|1|1|1,1476619836120,0|4,2,6,8,0
14,6|6|6|2|2|2|2|2,1502591322960,0,1,8,8,0
14,6|6|6|2|2|2|2|1|1,3373164194400,0|2,2,10,14,0
14,6|6|6|2|2|2|1|1|1|1,3092067178200,0|2,2,6,11,0
14,6|6|6|2|2|1|1|1|1|1|1,1674869721525,0,1,0,0,0
14,6|6|6|2|1|1|1|1|1|1|1|1,532017440955,0,1,0,0,0
14,6|6|6|1|1|1|1|1|1|1|1|1|1,78817398660,0|2,2,4,9,0
14,6|6|5|5|5|1,783055973700,0|2,2,4,8,0
14,6|6|5|5|4|2,3624430506840,0|2,2,6,10,0
14,6|6|5|5|4|1|1,4567826513250,0,1,2,2,0
14,6|6|5|5|3|3,2923408968480,0|2|4|6,4,10,17,0
14,6|6|5|5|3|2|1,11693635873920,3,1,11,11,1
14,6|6|5|5|3|1|1|1,8657788098960,0|4,2,8,10,0
14,6|6|5|5|2|2|2,4983083469000,0|2,2,6,11,0
14,6|6|5|5|2|2|1|1,9894614970240,0|2|4|6,4,14,21,0
14,6|6|5|5|2|1|1|1|1,6746328388800,0|2|4|6,4,12,23,0
14,6|6|5|5|1|1|1|1|1|1,1879334336880,0|2,2,8,13,0
14,6|6|5|4|4|3,3654261210600,0|2,2,6,11,0
14,6|6|5|4|4|2|1,11932281504000,3,1,13,13,1
14,6|6|5|4|4|1|1|1,8282322798750,0,1,2,2,0
14,6|6|5|4|3|3|1,12992928748800,3,1,13,13,1
14,6|6|5|4|3|2|2,15945867100800,3,1,11,11,1
14,6|6|5|4|3|2|1|1,29683844910720,3,1,11,11,1
14,6|6|5|4|3|1|1|1|1,16062686640000,3,1,11,11,1
14,6|6|5|4|2|2|2|1,17709112020600,0|2,2,6,11,0
14,6|6|5|4|2|2|1|1|1,20560238899200,3|5|7|9,4,21,25,1
14,6|6|5|4|2|1|1|1|1|1,11484820947600,0|2,2,8,12,0
14,6|6|5|4|1|1|1|1|1|1|1,2891283595200,3,1,9,9,1
14,6|6|5|3|3|3|2,8139036332700,0,1,4,4,0
14,6|6|5|3|3|3|1|1,12368268712800,0|4,2,10,12,0
14,6|6|5|3|3|2|2|1,20491972480980,0,1,4,4,0
14,6|6|5|3|3|2|1|1|1,22304187734400,3,1,11,11,1
14,6|6|5|3|3|1|1|1|1|1,10049218329150,0,1,2,2,0
14,6|6|5|3|2|2|2|2,8432910486000,0,1,8,8,0
14,6|6|5|3|2|2|2|1|1,18629065891800,0|2,2,6,11,0
14,6|6|5|3|2|2|1|1|1|1,16406887068000,0|2,2,10,14,0
14,6|6|5|3|2|1|1|1|1|1|1,8116676342775,0,1,0,0,0
14,6|6|5|3|1|1|1|1|1|1|1|1,1998766823625,0,1,0,0,0
14,6|6|5|2|2|2|2|2|1,4906420646400,3,1,15,15,1
14,6|6|5|2|2|2|2|1|1|1,6577670179080,0|2,2,6,11,0
14,6|6|5|2|2|2|1|1|1|1|1,4947307485120,3,1,9,9,1
14,6|6|5|2|2|1|1|1|1|1|1|1,2364521959800,0|4,2,6,8,0
14,6|6|5|2|1|1|1|1|1|1|1|1|1,687860933760,3,1,11,11,1
14,6|6|5|1|1|1|1|1|1|1|1|1|1|1,96164768700,0|2,2,4,9,0
14,6|6|4|4|4|4,730852242120,0|2,2,6,11,0
14,6|6|4|4|4|3|1,6090435351000,0|2,2,6,11,0
14,6|6|4|4|4|2|2,6101734860000,0|2|4|6,4,10,17,0
14,6|6|4|4|4|2|1|1,11043097065000,0|2,2,6,10,0
14,6|6|4|4|4|1|1|1|1,5521548532500,0|2,2,4,8,0
14,6|6|4|4|3|3|2,8969550244200,0|2,2,6,10,0
14,6|6|4|4|3|3|1|1,13467670376160,0|2|4|6,4,10,17,0
14,6|6|4|4|3|2|2|1,21082276215000,0|2,2,6,11,0
14,6|6|4|4|3|2|1|1|1,22616262789120,3|5|7|9,4,19,23,1
14,6|6|4|4|3|1|1|1|1|1,9866505268620,0|2,2,4,8,0
14,6|6|4|4|2|2|2|2,7027425405000,0|2,2,6,11,0
14,6|6|4|4|2|2|2|1|1,15420179174400,0|4|8|12,4,20,34,0
14,6|6|4|4|2|2|1|1|1|1,13364155284480,0|4|8|12,4,20,34,0
14,6|6|4|4|2|1|1|1|1|1|1,6394957118550,0|2,2,2,6,0
14,6|6|4|4|1|1|1|1|1|1|1|1,1461586376250,0|2,2,2,6,0
14,6|6|4|3|3|3|3,2790526742640,0|2,2,8,12,0
14,6|6|4|3|3|3|2|1,14392167229440,5,1,17,17,1
14,6|6|4|3|3|3|1|1|1,12368268712800,0|2|4|6,4,10,17,0
14,6|6|4|3|3|2|2|2,10541138107500,0,1,4,4,0
14,6|6|4|3|3|2|2|1|1,22582990081080,0|2,2,6,11,0
14,6|6|4|3|3|2|1|1|1|1,18271306053000,0|2,2,6,10,0
14,6|6|4|3|3|1|1|1|1|1|1,7034452830405,0,1,0,0,0
14,6|6|4|3|2|2|2|2|1,12649365729000,0|2,2,6,11,0
14,6|6|4|3|2|2|2|1|1|1,16661803991040,5|7|9|11,4,25,29,1
14,6|6|4|3|2|2|1|1|1|1|1,12059061994980,0|2,2,4,8,0
14,6|6|4|3|2|1|1|1|1|1|1|1,5291237952000,5,1,13,13,1
14,6|6|4|3|1|1|1|1|1|1|1|1|1,1206388755000,0|2,2,6,10,0
14,6|6|4|2|2|2|2|2|2,2283372685440,0|2|4|6,4,14,23,0
14,6|6|4|2|2|2|2|2|1|1,5381730146520,0|2,2,6,11,0
14,6|6|4|2|2|2|2|1|1|1|1,5481391815900,0|2,2,4,9,0
14,6|6|4|2|2|2|1|1|1|1|1|1,3564971570160,0|2|4|6,4,8,15,0
14,6|6|4|2|2|1|1|1|1|1|1|1|1,1547687100960,0|2|4|6,4,10,17,0
14,6|6|4|2|1|1|1|1|1|1|1|1|1|1,423124982280,0|2,2,6,11,0
14,6|6|4|1|1|1|1|1|1|1|1|1|1|1|1,57698861220,0|2,2,4,9,0
14,6|6|3|3|3|3|3|1,2361214936080,0|2,2,8,12,0
14,6|6|3|3|3|3|2|2,3513712702500,0,1,4,4,0
14,6|6|3|3|3|3|2|1|1,7027425405000,0|2,2,6,10,0
14,6|6|3|3|3|3|1|1|1|1,4466319257400,0|2,2,6,11,0
14,6|6|3|3|3|2|2|2|1,6884008560000,3,1,11,11,1
14,6|6|3|3|3|2|2|1|1|1,8770226905440,0|2|4|6,4,10,17,0
14,6|6|3|3|3|2|1|1|1|1|1,5846817936960,3,1,9,9,1
14,6|6|3|3|3|1|1|1|1|1|1|1,2015217579375,0,1,0,0,0
14,6|6|3|3|2|2|2|2|2,2548407015000,0|2,2,6,11,0
14,6|6|3|3|2|2|2|2|1|1,5966140752000,0|2|4|6,4,14,28,0
14,6|6|3|3|2|2|2|1|1|1|1,5979700162800,0|2|4|6,4,8,15,0
14,6|6|3|3|2|2|1|1|1|1|1|1,3761739481500,0|2,2,4,9,0
14,6|6|3|3|2|1|1|1|1|1|1|1|1,1515719205000,0|2,2,6,11,0
14,6|6|3|3|1|1|1|1|1|1|1|1|1|1,332123220000,0|2|4|6,4,10,17,0
14,6|6|3|2|2|2|2|2|2|1,1855240306920,0|2,2,6,11,0
14,6|6|3|2|2|2|2|2|1|1|1,2657644516800,3,1,9,9,1
14,6|6|3|2|2|2|2|1|1|1|1|1,2257043688900,0|2,2,4,8,0
14,6|6|3|2|2|2|1|1|1|1|1|1|1,1316930334720,3|5|7|9,4,21,25,1
14,6|6|3|2|2|1|1|1|1|1|1|1|1|1,534248715000,0|2,2,6,10,0
14,6|6|3|2|1|1|1|1|1|1|1|1|1|1|1,142027966080,3,1,11,11,1
14,6|6|3|1|1|1|1|1|1|1|1|1|1|1|1|1,20078358300,0|2,2,4,9,0
14,6|6|2|2|2|2|2|2|2|2,189310235400,0|2,2,6,11,0
14,6|6|2|2|2|2|2|2|2|1|1,463810076730,0,1,2,2,0
14,6|6|2|2|2|2|2|2|1|1|1|1,512964474750,0,1,2,2,0
14,6|6|2|2|2|2|2|1|1|1|1|1|1,383013474480,0|2,2,8,12,0
14,6|6|2|2|2|2|1|1|1|1|1|1|1|1,207124117200,0|2,2,8,12,0
14,6|6|2|2|2|1|1|1|1|1|1|1|1|1|1,81370188900,0,1,4,4,0
14,6|6|2|2|1|1|1|1|1|1|1|1|1|1|1|1,22373027820,0,1,4,4,0
14,6|6|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,3911368500,0|2,2,4,9,0
14,6|6|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,333316620,0|2,2,4,9,0
14,6|5|5|5|5|2,783055973700,0|2,2,4,8,0
14,6|5|5|5|5|1|1,957068412300,0,1,4,4,0
14,6|5|5|5|4|3,1909165040640,5,1,15,15,1
14,6|5|5|5|4|2|1,6029530997490,0,1,2,2,0
14,6|5|5|5|4|1|1|1,4112047779840,5|7,2,19,20,1
14,6|5|5|5|3|3|1,5359583108880,0|4,2,8,10,0
14,6|5|5|5|3|2|2,6394957118550,0,1,2,2,0
14,6|5|5|5|3|2|1|1,11806074680400,0|4,2,8,10,0
14,6|5|5|5|3|1|1|1|1,6264447789600,0|4,2,10,12,0
14,6|5|5|5|2|2|2|1,6541894195200,5,1,17,17,1
14,6|5|5|5|2|2|1|1|1,7517337347520,0|2|4|6,4,12,21,0
14,6|5|5|5|2|1|1|1|1|1,4112047779840,5,1,19,19,1
14,6|5|5|5|1|1|1|1|1|1|1,993878735850,0,1,2,2,0
14,6|5|5|4|4|4,913565302650,0,1,2,2,0
14,6|5|5|4|4|3|1,7383099180600,0,1,6,6,0
14,6|5|5|4|4|2|2,7308522421200,0|4,2,8,10,0
14,6|5|5|4|4|2|1|1,13173410880630,0,1,2,2,0
14,6|5|5|4|4|1|1|1|1,6525466447500,0,1,4,4,0
14,6|5|5|4|3|3|2,10150725585000,0,1,6,6,0
14,6|5|5|4|3|3|1|1,15179238874800,0|4,2,8,10,0
14,6|5|5|4|3|2|2|1,23477989421250,0,1,2,2,0
14,6|5|5|4|3|2|1|1|1,25057791158400,3,1,11,11,1
14,6|5|5|4|3|1|1|1|1|1,10822235123700,0,1,4,4,0
14,6|5|5|4|2|2|2|2,7589619437400,0,1,6,6,0
14,6|5|5|4|2|2|2|1|1,16610278230000,0|2,2,8,13,0
14,6|5|5|4|2|2|1|1|1|1,14311853796240,0|2,2,8,12,0
14,6|5|5|4|2|1|1|1|1|1|1,6776445926250,0,1,2,2,0
14,6|5|5|4|1|1|1|1|1|1|1|1,1520049831300,0,1,4,4,0
14,6|5|5|3|3|3|3,2557982847420,0,1,4,4,0
14,6|5|5|3|3|3|2|1,13083788390400,5|7,2,19,20,1
14,6|5|5|3|3|3|1|1|1,11186513910000,0|4,2,8,10,0
14,6|5|5|3|3|2|2|2,9444859744320,0|2|4|6,4,12,16,0
14,6|5|5|3|3|2|2|1|1,20181488049450,0,1,2,2,0
14,6|5|5|3|3|2|1|1|1|1,16233352685550,0,1,2,2,0
14,6|5|5|3|3|1|1|1|1|1|1,6184134356400,0|2|4|6,4,8,12,0
14,6|5|5|3|2|2|2|2|1,10962783631800,0,1,6,6,0
14,6|5|5|3|2|2|2|1|1|1,14392167229440,5,1,17,17,1
14,6|5|5|3|2|2|1|1|1|1|1,10350537120495,0,1,0,0,0
14,6|5|5|3|2|1|1|1|1|1|1|1,4492153036800,5|7,2,21,22,1
14,6|5|5|3|1|1|1|1|1|1|1|1|1,1004921832915,0,1,0,0,0
14,6|5|5|2|2|2|2|2|2,1839907742400,0|4,2,12,14,0
14,6|5|5|2|2|2|2|2|1|1,4328894049480,0,1,6,6,0
14,6|5|5|2|2|2|2|1|1|1|1,4392140878125,0,1,0,0,0
14,6|5|5|2|2|2|1|1|1|1|1|1,2837426351760,0|4,2,8,10,0
14,6|5|5|2|2|1|1|1|1|1|1|1|1,1218087070200,0|4,2,6,8,0
14,6|5|5|2|1|1|1|1|1|1|1|1|1|1,326677376025,0,1,0,0,0
14,6|5|5|1|1|1|1|1|1|1|1|1|1|1|1,42991308360,0,1,6,6,0
14,6|5|4|4|4|4|1,2009843665830,0,1,2,2,0
14,6|5|4|4|4|3|2,6363883468800,5,1,17,17,1
14,6|5|4|4|4|3|1|1,9252107504640,5,1,15,15,1
14,6|5|4|4|4|2|2|1,11681953920000,5,1,15,15,1
14,6|5|4|4|4|2|1|1|1,12059061994980,0|2,2,4,8,0
14,6|5|4|4|4|1|1|1|1|1,4797389076480,5,1,17,17,1
14,6|5|4|4|3|3|3,3654261210600,0|2,2,6,10,0
14,6|5|4|4|3|3|2|1,18171928320000,5,1,17,17,1
14,6|5|4|4|3|3|1|1|1,15313094596800,0|2|4|6,4,12,21,0
14,6|5|4|4|3|2|2|2,12297994458750,0,1,2,2,0
14,6|5|4|4|3|2|2|1|1,26101865790000,0|2,2,8,13,0
14,6|5|4|4|3|2|1|1|1|1,20660630690700,0|2,2,4,8,0
14,6|5|4|4|3|1|1|1|1|1|1,7613044188750,0,1,2,2,0
14,6|5|4|4|2|2|2|2|1,11484820947600,0|2,2,8,13,0
14,6|5|4|4|2|2|2|1|1|1,14952901017600,5|7|9|11,4,25,29,1
14,6|5|4|4|2|2|1|1|1|1|1,10571255644950,0|2,2,2,6,0
14,6|5|4|4|2|1|1|1|1|1|1|1,4434561331200,5,1,19,19,1
14,6|5|4|4|1|1|1|1|1|1|1|1|1,920258088750,0|2,2,2,6,0
14,6|5|4|3|3|3|3|1,6541894195200,5,1,17,17,1
14,6|5|4|3|3|3|2|2,9594778152960,5|7,2,19,20,1
14,6|5|4|3|3|3|2|1|1,19091650406400,5,1,17,17,1
14,6|5|4|3|3|3|1|1|1|1,11993472691200,5,1,15,15,1
14,6|5|4|3|3|2|2|2|1,18088592992470,0,1,2,2,0
