m,lam,parity,Jstar,Jsize,mu,vpi,vpi_minus_mu,Mvec,valvec
9,8|4|2|2|1|1,0,0|2,2,6,7,1,7634088|3492720|1569645|691416|297648|124692|50490|19530|7056|2268,6|9|6|13|14|11|12|13|16|13
9,8|4|2|1|1|1|1,0,0|2,2,8,9,1,4862000|2288000|1051050|470800|205200|86700|35275|13650|4900|1540,8|15|8|15|14|11|10|13|12|13
9,8|4|1|1|1|1|1|1,0,0|2,2,6,7,1,1225224|600600|285285|131175|58290|24954|10225|3955|1400|420,6|7|6|7|8|9|10|11|14|13
9,8|3|2|2|1|1|1,0,0|2,2,6,7,1,4725864|2285712|1079793|496584|221256|94848|38709|14784|5124|1512,6|9|6|13|12|21|10|23|12|15
9,8|2|2|2|2|1|1,0,0|2,2,8,9,1,1432080|711360|344994|162504|73836|32060|13125|4962|1672|468,8|13|8|13|10|11|10|13|14|13
9,8|2|2|2|1|1|1|1,0,0|2,2,6,7,1,1225224|624624|309309|148104|68124|29820|12250|4620|1540|420,6|9|6|13|10|11|12|15|12|13
9,8|1|1|1|1|1|1|1|1|1|1,0,0|2,2,6,7,1,19448|11440|6435|3432|1716|792|330|120|36|8,6|9|6|13|10|13|12|17|12|15
9,7|7|2|2,0,0|2,2,6,7,1,952952|392392|161161|66143|27216|11284|4749|2051|924|448,6|7|6|7|14|11|10|11|12|21
9,7|6|3|1|1,1,3|5,2,11,13,2,5346432|2323776|1005368|433620|186768|80516|34848|15204|6720|3024,14|13|12|11|14|11|20|15|20|17
9,7|5|5|1,0,0|2,2,6,7,1,1575288|669240|285285|122067|52416|22566|9720|4176|1784|756,6|7|6|7|18|9|16|19|14|13
9,7|5|4|2,0,0|2,2,8,9,1,5250960|2299440|1007578|441606|193488|84680|36975|16083|6956|2988,8|9|8|9|14|13|10|11|12|13
9,7|5|3|3,0,0|2,2,6,7,1,3675672|1633632|725725|321948|142494|62874|27639|12096|5264|2268,6|11|6|11|8|9|10|23|16|13
9,7|5|2|2|2,0,0|2,2,6,7,1,5012280|2325960|1071525|489699|221976|99820|44550|19740|8680|3780,6|7|6|7|12|11|12|15|14|13
9,7|5|2|2|1|1,0,0|2,2,8,9,1,9529520|4484480|2088086|962192|438956|198380|88885|39508|17416|7588,8|15|8|15|10|11|10|15|14|13
9,7|5|2|1|1|1|1,0,0|2,2,6,7,1,5937624|2871792|1366365|640332|295974|135128|61029|27300|12096|5292,6|9|6|11|8|13|10|15|20|13
9,7|5|1|1|1|1|1|1,0,0|2,2,8,9,1,1432080|720720|354354|170478|80424|37300|17055|7707|3444|1512,8|9|8|9|12|11|10|11|12|15
9,7|4|4|3,0,0|2,2,6,7,1,2858856|1289288|581581|262031|117698|52584|23302|10206|4396|1848,6|7|6|7|8|13|12|13|12|15
9,7|4|4|2|1,1,3|7,2,15,17,2,8486400|3910400|1795040|820240|372640|168000|74960|32980|14240|6000,18|17|16|15|16|19|18|15|18|17
9,7|4|3|2|2,1,3|7,2,15,17,2,9165312|4343040|2045472|956016|442656|202624|91440|40524|17536|7344,18|17|16|15|16|21|18|15|22|17
9,7|4|2|2|2|1,0,0|2,2,6,7,1,8576568|4204200|2039037|976899|461580|214676|98025|43771|18984|7896,6|7|6|7|10|11|10|11|14|15
9,7|4|2|2|1|1|1,1,3|5|7|9,4,17,21,4,9382912|4691456|2311232|1121120|534912|250656|115088|51576|22400|9296,20|19|18|17|20|17|18|17|22|17
9,7|4|2|1|1|1|1|1,0,0|2,2,6,7,1,4725864|2440152|1234233|611523|296694|140826|65268|29424|12804|5292,6|7|6|7|8|9|14|19|12|13
9,7|4|1|1|1|1|1|1|1,1,3|7,2,15,17,2,1018368|549120|288288|147312|73248|35424|16640|7564|3296|1344,18|17|16|15|16|17|26|15|18|21
9,7|3|2|2|2|1|1,0,0|2,2,6,7,1,5937624|3065832|1560405|781011|383292|183736|85578|38430|16436|6552,6|7|6|7|10|13|12|13|12|15
9,7|3|2|2|1|1|1|1,0,0|2,2,8,9,1,4862000|2574000|1337050|680350|338300|163800|76825|34625|14800|5860,8|9|8|9|10|13|10|11|16|13
9,7|2|2|2|2|1|1|1,0,0|2,2,6,7,1,1575288|854568|455169|237303|120600|59416|28161|12699|5356|2052,6|7|6|7|12|13|10|11|12|13
9,7|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,6,7,1,12376|8008|5005|3003|1716|924|462|210|84|28,6|7|6|7|10|11|12|13|12|13
9,6|6|4|1|1,0,0|2|4|6,4,12,16,4,3267264|1473472|664664|300344|136152|62008|28414|13118|6104|2856,12|13|12|13|12|13|12|13|14|15
9,6|6|3|2|1,1,3|5,2,11,13,2,6534528|3011008|1385384|636988|293040|135132|62632|29288|13888|6720,14|13|12|11|14|11|16|17|20|21
9,6|6|3|1|1|1,0,0|2|4|6,4,12,16,4,4455360|2096640|980616|456720|212280|98720|46090|21700|10360|5040,12|19|12|15|12|17|12|15|14|17
9,6|5|5|2,0,0|2,2,6,7,1,2042040|920920|417417|190223|87176|40170|18595|8631|4004|1848,6|7|6|7|12|9|10|11|12|15
9,6|5|4|1|1|1,1,5|7,2,17,24,7,6789120|3261440|1560832|745216|355392|169440|80800|38536|18368|8736,22|21|22|23|18|17|20|17|20|19
9,6|5|2|2|1|1|1,0,0|2,2,6,7,1,8576568|4372368|2207205|1104180|547974|270172|132612|64988|31920|15792,6|9|6|11|8|11|14|15|16|17
9,6|4|4|2|2,0,0|8,2,14,20,6,6534528|3203200|1569568|768416|375680|183296|89160|43176|20776|9912,14|15|16|17|20|27|16|17|14|15
9,6|4|2|2|2|1|1,0,0|2,2,8,9,1,9529520|5045040|2648646|1378146|710304|362460|183035|91413|45108|21952,8|9|8|9|16|11|10|11|12|21
9,6|4|2|2|1|1|1|1,0,0|2,2,6,7,1,7634088|4141368|2218293|1173447|613062|316326|161181|81081|40236|19656,6|7|6|7|8|9|10|11|12|15
9,6|3|3|3|2|1,1,5|7,2,17,24,7,6789120|3527680|1827072|942080|482880|245600|123680|61496|30080|14400,22|21|22|33|18|17|20|17|22|21
9,6|3|3|2|2|2,0,0|2|4|6,4,12,16,4,4455360|2358720|1242696|650568|337896|173800|88330|44226|21728|10416,12|13|12|13|12|13|12|13|18|17
9,6|3|3|1|1|1|1|1|1,0,0|2|4|6,4,12,16,4,2333760|1327040|742456|408760|221400|117880|61590|31486|15680|7560,12|13|12|13|12|13|12|13|20|15
9,6|3|2|2|2|1|1|1,1,5|9,2,19,21,2,5361664|2996224|1655808|903936|486784|258112|134432|68544|34048|16352,24|23|26|23|20|19|20|23|24|19
9,6|3|2|1|1|1|1|1|1|1,1,5|7,2,17,21,4,1357824|812032|475904|273152|153408|84192|45056|23432|11776|5664,22|21|22|23|18|17|34|17|26|19
9,5|5|5|3,0,0|2,2,6,7,1,875160|411840|195195|93192|44820|21710|10585|5190|2556|1260,6|13|6|13|10|9|10|13|12|13
9,5|5|3|3|1|1,0,0|8,2,14,20,6,6534528|3331328|1697696|865216|441152|225152|115112|59024|30408|15792,14|17|16|19|18|21|16|19|14|17
9,5|5|3|2|1|1|1,1,3|7,2,15,17,2,9165312|4822272|2524704|1316592|684576|355328|184368|95796|49952|26208,18|17|16|15|16|27|18|15|18|19
9,5|5|2|2|2|1|1,0,0|2,2,6,7,1,5012280|2686320|1431885|759276|400770|210800|110685|58170|30716|16380,6|9|6|11|8|15|10|13|12|13
9,5|5|2|2|1|1|1|1,0,0|2,2,8,9,1,3978000|2184000|1187550|640200|342600|182300|96675|51260|27300|14700,8|13|8|13|12|11|10|15|12|13
9,5|4|4|4|1,1,3|5,2,13,15,2,1867008|933504|469040|236808|120096|61144|31232|16000|8224|4248,16|15|14|13|16|13|28|25|18|15
9,5|4|3|3|1|1|1,1,3|7,2,15,17,2,8486400|4576000|2460640|1320080|706720|377600|201360|107180|56960|30240,18|17|16|15|16|23|18|15|22|19
9,5|4|3|2|2|2,1,3|5,2,11,13,2,6534528|3523520|1897896|1020668|547888|293516|156920|83720|44576|23688,14|13|12|11|14|11|16|17|18|15
9,5|4|3|1|1|1|1|1|1,1,3|5,2,13,15,2,3198720|1850240|1057616|598136|335104|186200|102720|56308|30688|16632,16|15|14|13|22|13|22|15|18|15
9,5|4|2|2|2|1|1|1,0,0|2,2,6,7,1,6126120|3483480|1966965|1102959|614250|339830|186860|102200|55664|30240,6|7|6|7|8|9|14|17|16|19
9,5|3|3|3|2|2,0,0|2|4|6,4,12,16,4,3267264|1793792|984984|540496|296136|161856|88158|47796|25760|13776,12|17|12|15|12|19|12|15|18|17
9,5|3|3|2|2|2|1,1,3|5,2,11,13,2,5346432|3022656|1704248|957588|535824|298356|165168|90804|49504|26712,14|13|12|11|14|11|18|15|18|15
9,5|3|3|2|1|1|1|1|1,1,3|5,2,13,15,2,3877632|2293632|1343760|780120|448896|256008|144648|80904|44736|24408,16|15|14|13|20|13|16|17|20|15
9,5|3|3|1|1|1|1|1|1|1,0,0|2|4|6,4,12,16,4,1145664|703872|426504|255024|150552|87776|50538|28716|16080|8856,12|15|12|15|12|17|12|15|16|15
9,5|2|2|2|2|2|1|1|1,1,3|5,2,11,13,2,837760|517440|317240|192852|116080|69060|40520|23380|13216|7280,14|13|12|11|14|11|16|15|18|17
9,5|2|2|2|1|1|1|1|1|1|1,1,3|7,2,15,17,2,339456|222976|144352|92048|57760|35616|21536|12732|7328|4080,18|17|16|15|16|17|20|15|18|17
9,5|2|1|1|1|1|1|1|1|1|1|1|1,1,3|5,2,11,13,2,24192|17472|12376|8580|5808|3828|2448|1512|896|504,14|13|12|11|14|11|18|17|22|15
9,4|4|4|3|3,0,0|2,2,6,7,1,875160|463320|246675|132033|71022|38380|20830|11350|6204|3396,6|7|6|7|8|11|12|13|12|13
9,4|4|4|3|1|1|1,0,0|2,2,6,7,1,2858856|1569568|861861|473704|260764|143822|79491|44030|24444|13608,6|11|6|13|10|9|10|13|12|15
9,4|4|4|2|2|1|1,0,0|2,2,6,7,1,3675672|2042040|1134133|630003|350196|194878|108600|60606|33852|18900,6|7|6|7|10|9|16|13|12|13
9,4|4|4|2|1|1|1|1,0,0|2,2,8,9,1,2598960|1477840|837018|472766|266588|150220|84645|47705|26880|15120,8|9|8|9|10|11|10|11|24|17
9,4|4|3|3|3|1,0,0|2,2,6,7,1,2042040|1121120|617617|341308|189146|105090|58530|32676|18284|10248,6|11|6|11|8|9|12|15|12|15
9,4|4|3|3|2|1|1,0,0|2,2,8,9,1,5250960|2951520|1659658|933768|525732|296240|167085|94350|53360|30240,8|11|8|13|10|15|10|13|16|19
9,4|4|3|3|1|1|1|1,0,0|2,2,6,7,1,3007368|1729728|991809|567432|324144|184986|105516|60186|34356|19656,6|13|6|13|14|9|14|13|12|15
9,4|4|3|2|2|1|1|1,0,0|2,2,6,7,1,5012280|2915640|1690689|977751|564192|324990|186975|107499|61796|35532,6|7|6|7|16|9|10|11|12|13
9,4|4|2|2|2|2|2,0,0|2,2,6,7,1,952952|560560|329329|193116|112994|65968|38440|22372|13020|7588,6|9|6|11|8|15|16|15|12|13
9,4|4|2|2|2|2|1|1,0,0|2,2,6,7,1,2148120|1277640|757575|447741|263754|154890|90720|53040|30996|18144,6|7|6|7|8|9|20|19|12|19
9,4|4|2|2|2|1|1|1|1,0,0|2,2,6,7,1,1989000|1209000|730275|438525|261900|155650|92125|54365|32040|18900,6|7|6|7|10|9|10|11|14|13
9,4|4|2|2|1|1|1|1|1|1,0,0|2,2,6,7,1,1099560|689920|428505|263648|160832|97370|58575|35070|20944|12516,6|17|6|17|18|9|10|13|16|13
9,4|4|2|1|1|1|1|1|1|1|1,0,0|2,2,6,7,1,363528|237600|153153|97416|61200|38022|23400|14298|8700|5292,6|11|6|13|14|9|16|13|12|13
9,4|4|1|1|1|1|1|1|1|1|1|1,0,0|2,2,6,7,1,58344|40040|27027|17941|11716|7534|4780|3002|1876|1176,6|7|6|7|10|9|14|13|12|15
9,4|3|3|3|3|1|1,0,0|2,2,6,7,1,1575288|906048|522093|301356|174186|100782|58347|33786|19556|11304,6|13|6|11|8|9|10|13|12|15
9,4|3|2|2|1|1|1|1|1|1|1,0,0|2,2,8,9,1,583440|388960|256542|167464|108232|69280|43935|27612|17204|10632,8|11|8|13|12|17|10|15|12|15
9,4|2|2|2|2|2|2|2,0,0|2,2,6,7,1,143208|91728|58695|37476|23850|15112|9522|5958|3696|2268,6|9|6|11|8|13|12|13|16|13
9,4|2|2|2|2|1|1|1|1|1|1,0,0|2,2,6,7,1,238680|162240|109369|73116|48462|31830|20700|13314|8456|5292,6|13|6|11|8|9|14|13|14|13
9,4|2|2|2|1|1|1|1|1|1|1|1,0,0|2,2,6,7,1,111384|78624|54873|37860|25818|17394|11569|7588|4900|3108,6|11|6|11|8|9|10|15|12|13
9,4|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,6,7,1,680|560|455|364|286|220|165|120|84|56,6|9|6|11|8|11|10|17|12|15
9,3|3|3|3|3|1|1|1,0,0|2,2,6,7,1,408408|248248|151151|92213|56374|34536|21201|13041|8036|4956,6|7|6|7|8|13|10|11|12|13
9,3|3|3|2|2|2|1|1|1,1,3|5|7|9,4,17,22,5,678912|432640|275392|175136|111296|70688|44880|28488|18080|11472,20|19|18|17|18|17|18|17|18|17
9,3|3|2|2|2|2|2|2,0,0|2,2,6,7,1,136136|88088|57057|36971|23954|15514|10042|6496|4200|2716,6|7|6|7|8|9|12|21|14|13
9,3|3|2|2|2|1|1|1|1|1|1,0,0|2,2,6,7,1,219912|150920|102949|69839|47138|31668|21185|14119|9380|6216,6|7|6|7|8|11|10|11|12|15
9,3|3|2|2|1|1|1|1|1|1|1|1,0,0|2,2,6,7,1,99144|70632|49869|34911|24246|16716|11448|7794|5280|3564,6|7|6|7|8|11|16|13|18|13
9,3|2|2|2|2|1|1|1|1|1|1|1,0,0|2,2,8,9,1,53040|38480|27742|19882|14168|10040|7075|4957|3452|2388,8|9|8|9|12|13|10|11|12|13
9,3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,6,7,1,136|120|105|91|78|66|55|45|36|28,6|7|6|7|8|9|10|11|12|13
10,18|2,0,0|2,2,2,8,6,170|17|1|0|0|0|0|0|0|0|0,2|3|2|inf|inf|inf|inf|inf|inf|inf|inf
10,17|3,0,0|2,2,2,8,6,950|135|15|1|0|0|0|0|0|0|0,2|3|2|9|inf|inf|inf|inf|inf|inf|inf
10,16|2|2,0,0|4,2,8,10,2,7600|1480|240|29|2|0|0|0|0|0|0,8|9|10|9|8|inf|inf|inf|inf|inf|inf
10,15|4|1,1,3|5,2,13,14,1,43776|9792|1984|348|48|4|0|0|0|0|0,16|15|14|13|14|13|inf|inf|inf|inf|inf
10,15|3|1|1,0,0|4,2,8,10,2,67184|15912|3328|585|78|6|0|0|0|0|0,8|9|18|9|8|11|inf|inf|inf|inf|inf
10,14|6,0,0|2,2,6,10,4,23256|5508|1260|273|54|9|1|0|0|0|0,6|7|6|9|8|9|8|inf|inf|inf|inf
10,14|4|1|1,0,0|4,2,8,10,2,250800|67320|16720|3751|726|110|10|0|0|0|0,8|9|10|9|8|11|10|inf|inf|inf|inf
10,14|3|3,0,0|2,2,2,8,6,125970|33813|8437|1898|366|55|5|0|0|0|0,2|3|2|11|8|9|8|inf|inf|inf|inf
10,14|3|1|1|1,0,0|2|4|6,4,10,19,9,258400|73440|18960|4324|828|120|10|0|0|0|0,10|13|10|13|10|15|10|inf|inf|inf|inf
10,14|2|2|1|1,0,0|2,2,6,10,4,235144|68068|17836|4095|780|111|9|0|0|0|0,6|7|6|9|10|9|8|inf|inf|inf|inf
10,14|2|1|1|1|1,0,0|2,2,6,12,6,132600|39780|10660|2470|468|65|5|0|0|0|0,6|7|6|11|10|9|8|inf|inf|inf|inf
10,13|7,0,0|2,2,6,10,4,38760|9996|2548|637|154|35|7|1|0|0|0,6|7|6|9|8|9|8|13|inf|inf|inf
10,13|5|2,0,0|4,2,8,10,2,604656|175032|48672|12831|3138|684|122|14|0|0|0,8|9|12|9|8|13|10|15|inf|inf|inf
10,13|3|3|1,0,0|2,2,2,8,6,959310|297891|87483|23859|5874|1245|207|21|0|0|0,2|3|2|9|8|9|8|13|inf|inf|inf
10,13|3|2|1|1,0,0|2,2,6,13,7,1630200|523380|157300|43472|10736|2255|365|35|0|0|0,6|7|6|17|14|9|8|13|inf|inf|inf
10,13|3|1|1|1|1,0,0|2,2,6,10,4,710600|235620|72380|20251|5016|1045|165|15|0|0|0,6|7|6|9|12|9|8|13|inf|inf|inf
10,13|2|2|1|1|1,0,0|2|4|6,4,10,19,9,671840|226304|70512|19916|4940|1020|158|14|0|0|0,10|23|10|13|10|13|10|15|inf|inf|inf
10,12|6|2,0,0|4,2,8,10,2,1162800|361080|109760|32487|9282|2520|630|135|20|0|0,8|9|14|9|8|15|10|13|12|inf|inf
10,12|5|3,0,0|4,2,10,12,2,1705440|547536|171424|51898|15004|4060|992|203|28|0|0,10|11|12|11|10|13|18|13|12|inf|inf
10,12|5|2|1,1,5|7,2,19,20,1,3969024|1305600|415744|127232|36992|10016|2432|488|64|0|0,24|23|24|25|20|19|22|19|20|inf|inf
10,12|4|2|2,0,0|2|4|6,4,10,14,4,3627936|1241136|408720|128232|37764|10194|2418|462|56|0|0,10|11|10|15|10|11|10|15|14|inf|inf
10,12|3|3|1|1,0,0|2,2,2,8,6,3730650|1315545|443905|141757|42130|11350|2650|490|56|0|0,2|3|2|9|8|11|10|15|14|inf|inf
10,12|2|2|2|1|1,0,0|4,2,8,10,2,1956240|731016|258544|85371|25806|6930|1572|273|28|0|0,8|9|10|9|8|11|12|13|12|inf|inf
10,12|2|2|1|1|1|1,0,0|4,2,8,10,2,1421200|546040|197120|65989|20086|5390|1210|205|20|0|0,8|9|20|9|8|11|10|13|12|inf|inf
10,11|8|1,1,3|5,2,13,14,1,413440|127296|39104|12012|3696|1140|352|108|32|8|0,16|15|14|13|14|13|18|17|18|17|inf
10,11|7|1|1,0,0|4,2,8,10,2,1679600|556920|182000|58695|18678|5850|1790|525|140|28|0,8|9|10|9|8|11|10|13|12|15|inf
10,11|5|2|2,0,0|2|4|6,4,10,14,4,8527200|3096720|1099120|379456|126588|40390|12110|3300|760|120|0,10|11|10|21|10|11|10|17|14|17|inf
10,11|4|4|1,0,0|4,2,10,12,2,6046560|2195856|781248|270738|90612|28920|8632|2331|532|84|0,10|11|14|11|10|15|14|13|12|15|inf
10,11|4|3|2,1,3|5,2,15,16,1,12403200|4602240|1667200|585800|197856|63400|18880|5040|1120|168|0,18|17|16|15|16|15|20|21|18|17|inf
10,11|4|2|2|1,1,3|5,2,15,16,1,16372224|6247296|2313344|826056|281952|90776|26976|7116|1536|216|0,18|17|16|15|16|15|18|17|26|17|inf
10,11|4|1|1|1|1|1,1,3|5,2,15,16,1,4426240|1782144|687232|252616|87840|28520|8448|2184|448|56|0,18|17|16|15|16|15|24|19|20|17|inf
10,11|3|3|1|1|1,0,0|2,2,2,8,6,9447750|3729375|1420575|518700|179730|58200|17190|4440|920|120|0,2|3|2|13|8|15|10|19|14|17|inf
10,11|3|2|2|2,0,0|4,2,8,10,2,6651216|2625480|1002144|366795|127314|41244|12164|3129|644|84|0,8|9|12|9|8|13|12|13|12|15|inf
10,11|3|1|1|1|1|1|1,0,0|4,2,8,10,2,2351440|1002456|406224|155337|55458|18180|5322|1323|252|28|0,8|9|10|9|8|13|10|13|12|15|inf
10,11|2|2|2|1|1|1,1,3|5,2,13,14,1,4012800|1679040|672320|255332|90816|29700|8680|2160|416|48|0,16|15|14|13|18|13|14|21|18|19|inf
10,10|10,0,0|2,2,4,11,7,16796|4862|1430|429|132|42|14|5|2|1|1,4|5|4|9|10|11|10|13|10|11|10
10,10|8|1|1,0,0|4,2,8,10,2,1534896|525096|178464|60489|20526|7002|2412|843|300|108|36,8|9|12|9|8|11|12|13|12|15|14
10,10|7|3,0,0|2,2,4,10,6,3779100|1332630|468390|164034|57222|19875|6865|2350|790|255|75,4|5|4|11|8|9|8|15|10|11|10
10,10|7|1|1|1,0,0|2|4|6,4,10,19,9,4434144|1633632|592592|212212|75196|26408|9194|3164|1064|336|84,10|13|10|13|10|15|10|17|14|19|14
10,10|6|4,0,0|2,2,8,12,4,5038800|1829880|661960|238082|84912|29920|10360|3495|1132|342|90,8|9|8|11|14|19|14|13|12|13|12
10,10|6|3|1,0,0|2,2,4,11,7,18314100|6843690|2531970|926289|334458|118845|41355|13965|4494|1323|315,4|5|4|9|8|9|8|13|10|11|10
10,10|6|2|1|1,0,0|2,2,6,12,6,20995000|8066500|3048500|1132950|413700|148125|51775|17500|5600|1610|350,6|7|6|11|10|9|8|17|18|13|12
10,10|6|1|1|1|1,0,0|2,2,6,10,4,7759752|3063060|1181180|445445|164340|59251|20795|7035|2240|630|126,6|7|6|9|10|9|8|13|20|13|12
10,10|5|3|1|1,0,0|2,2,4,11,7,36732852|14499810|5629338|2144961|799470|289980|101520|33831|10458|2835|567,4|5|4|9|8|13|16|13|10|11|10
10,10|4|4|2,0,0|4,2,10,12,2,16713312|6597360|2569952|984214|368676|134120|46900|15519|4732|1260|252,10|11|12|11|10|15|12|13|12|15|14
10,10|4|4|1|1,0,0|2|4|6,4,12,19,7,20155200|8062080|3172000|1223872|460936|168280|58940|19490|5920|1560|300,12|17|12|21|12|15|12|15|18|17|14
10,10|4|3|1|1|1,0,0|2,2,4,10,6,37035180|15398838|6256614|2476656|950670|351330|123620|40670|12110|3045|525,4|5|4|17|8|11|12|15|10|11|10
10,10|4|2|2|2,0,0|4,2,8,10,2,21318000|8863800|3608000|1431485|550550|203700|71680|23545|6980|1740|300,8|9|14|9|8|13|30|13|12|15|14
10,10|4|1|1|1|1|1|1,0,0|4,2,8,10,2,6390384|2858856|1233232|511511|203126|76692|27202|8869|2548|588|84,8|9|10|9|8|13|10|13|12|15|14
10,10|3|3|3|1,0,0|2,2,8,12,4,15116400|6285240|2563080|1020006|393516|145860|51280|16765|4928|1218|210,8|9|8|11|10|13|16|13|20|13|12
10,10|3|3|2|2,0,0|2|4|6,4,12,19,7,18418752|7755264|3196512|1283040|498168|185400|65268|21294|6216|1512|252,12|21|12|19|12|15|12|15|14|17|14
10,10|3|3|2|1|1,0,0|2,2,8,14,6,33256080|14177592|5899608|2385240|930996|347640|122540|39930|11600|2790|450,8|9|8|15|10|15|12|15|16|13|12
10,10|3|3|1|1|1|1,0,0|2,2,2,8,6,17005950|7428915|3151395|1293084|510156|191790|67770|22020|6330|1485|225,2|3|2|13|10|11|10|17|10|11|10
10,10|3|1|1|1|1|1|1|1,0,0|2|4|6,4,12,21,9,2956096|1400256|636064|275704|113256|43648|15532|4968|1360|288|36,12|15|12|15|12|23|12|19|16|21|14
10,10|2|2|2|2|2,0,0|2,2,6,10,4,3325608|1487772|646932|271557|109098|41469|14671|4711|1316|294|42,6|7|6|9|8|9|8|13|12|13|12
10,10|2|2|1|1|1|1|1|1,0,0|2,2,4,11,7,2939300|1407770|647010|283647|117624|45585|16215|5145|1386|287|35,4|5|4|9|12|9|8|13|10|11|10
10,10|2|1|1|1|1|1|1|1|1,0,0|2,2,4,10,6,787644|393822|187902|84942|36036|14157|5049|1584|414|81|9,4|5|4|11|10|9|8|21|10|11|10
10,9|9|2,0,0|4,2,8,10,2,604656|206856|70928|24453|8514|3012|1092|411|164|72|36,8|9|10|9|8|13|12|13|12|17|14
10,9|7|4,0,0|2,2,4,11,7,5290740|1977066|740194|277641|104346|39305|14847|5628|2142|819|315,4|5|4|9|8|9|8|17|10|11|10
10,9|7|3|1,0,0|2,2,8,12,4,18475600|7098520|2717000|1036750|394768|150200|57200|21845|8380|3230|1250,8|9|8|11|14|15|16|13|12|13|12
10,9|7|2|1|1,0,0|2,2,6,10,4,20721096|8179380|3196908|1239381|477576|183357|70335|27036|10440|4050|1566,6|7|6|9|12|9|8|17|14|13|12
10,9|7|1|1|1|1,0,0|2,2,6,13,7,7558200|3063060|1221220|480480|187176|72455|27975|10815|4200|1638|630,6|7|6|19|12|9|8|13|14|13|12
10,9|6|4|1,0,0|2,2,4,10,6,27159132|10720710|4218214|1653652|645414|250495|96509|36813|13846|5103|1827,4|5|4|13|8|9|8|13|10|11|10
10,9|6|3|1|1,1,3|5|7|9,4,19,23,4,50935808|20776448|8397312|3363360|1334784|524640|204032|78344|29568|10864|3808,22|21|20|19|24|19|24|19|22|19|20
10,9|6|2|1|1|1,0,0|2|4|6,4,10,19,9,39907296|16803072|6966960|2846844|1147212|456108|178878|69090|26152|9576|3276,10|19|10|13|10|13|10|15|14|17|14
10,9|5|4|1|1,0,0|2,2,4,10,6,52229100|21716310|8952790|3656576|1477322|588980|230860|88480|32886|11697|3885,4|5|4|23|8|13|12|23|10|11|10
10,9|5|3|3,0,0|4,2,10,12,2,30232800|12570480|5191680|2125734|860892|343860|134940|51735|19204|6792|2220,10|11|24|11|10|13|12|13|12|17|14
10,9|5|3|1|1|1,0,0|2|4|6,4,12,19,7,73902400|31894720|13567840|5685680|2344232|948960|375860|144830|53760|18872|6020,12|15|12|17|12|19|12|15|26|17|14
10,9|5|2|2|1|1,0,0|4,2,8,10,2,75582000|33017400|14201200|6007365|2495610|1015950|403920|155925|57820|20160|6300,8|9|10|9|8|11|16|13|12|23|14
10,9|5|2|1|1|1|1,0,0|4,2,8,10,2,46558512|20828808|9129120|3918915|1646370|675786|270194|104615|38780|13440|4116,8|9|12|9|8|11|10|13|12|25|14
10,9|4|4|1|1|1,0,0|2,2,4,11,7,41570100|18159570|7823530|3320031|1384746|565670|225120|86595|31810|10935|3375,4|5|4|9|8|11|18|13|10|11|10
10,9|4|2|2|1|1|1,1,3|5,2,13,14,1,67721472|31187520|14076608|6214572|2676096|1119516|452280|174804|63616|21168|6048,16|15|14|13|20|13|14|17|22|19|20
10,9|3|3|3|2,0,0|2,2,8,16,8,25069968|11215512|4954488|2153844|917532|380940|153020|58856|21336|7098|2058,8|9|8|13|10|13|12|19|14|13|12
10,9|3|3|3|1|1,0,0|2|4|6,4,12,19,7,36279360|16421184|7322016|3206736|1373976|572880|230748|88842|32168|10656|3060,12|15|12|17|12|17|12|15|14|21|14
10,9|3|3|2|2|1,0,0|2,2,8,12,4,55426800|25379640|11434280|5052190|2180244|913920|369320|142305|51400|16902|4770,8|9|8|11|10|27|14|13|14|13|12
10,9|3|3|1|1|1|1|1,0,0|2,2,2,8,6,22632610|10839829|5066061|2305303|1017940|433930|177198|68502|24598|7931|2135,2|3|2|9|10|11|10|15|10|11|10
10,9|3|2|2|2|2,0,0|2,2,6,10,4,19186200|8987220|4133580|1859517|814374|345135|140385|54150|19436|6282|1710,6|7|6|9|8|9|8|15|12|13|12
10,9|3|2|1|1|1|1|1|1,0,0|2,2,4,10,6,14378364|7189182|3489486|1639638|742896|322707|133245|51597|18326|5733|1449,4|5|4|11|14|9|8|13|10|11|10
10,9|3|1|1|1|1|1|1|1|1,0,0|2,2,4,11,7,2939300|1531530|770770|373373|173316|76615|31955|12390|4354|1323|315,4|5|4|9|10|9|8|15|10|11|10
10,9|2|2|1|1|1|1|1|1|1,0,0|2|4|6,4,12,21,9,2956096|1555840|791648|387816|181896|81048|33924|13116|4560|1360|316,12|17|12|15|12|15|12|17|16|19|14
10,8|8|2|2,0,0|2|4|6,4,12,16,4,5643456|2227680|876512|344344|135432|53532|21380|8694|3640|1596|756,12|13|12|15|12|13|12|15|14|15|14
10,8|7|3|1|1,0,0|2,2,6,10,4,38798760|16132116|6674668|2751749|1132208|465895|192269|79877|33572|14364|6300,6|7|6|9|14|9|8|13|12|15|14
10,8|6|6,0,0|4,2,8,10,2,2217072|875160|347776|139139|56034|22700|9238|3768|1536|624|252,8|9|16|9|8|13|10|19|26|19|14
