n,lambda,Re,Im,v_pi,v2_f,core,quotient_ordered,v_pi_core,v2_f_core,residual
16,5.2.1.1.1.1.1.1.1.1.1,-2016,2016,11,7,5.2.1,|1.1||,9,6,1
16,5.2.2.1.1.1.1.1.1.1,-3072,7168,21,6,5.2.2.1.1.1,||1|,15,4,4
16,5.2.2.2.1.1.1.1.1,-2080,13600,11,7,5.2.1,|||1.1,9,6,1
16,5.2.2.2.2.1.1.1,350,16240,2,1,,2.2|||,0,0,1
16,5.2.2.2.2.2.1,1344,11200,13,8,5.2.1,|1||1,9,6,2
16,5.3.1.1.1.1.1.1.1.1,-1344,7440,8,3,2.2,1||1.1|,inf,1,
16,5.3.2.1.1.1.1.1.1,4032,24752,8,3,2.2,1|||1.1,inf,1,
16,5.3.2.2.1.1.1.1,16120,40720,6,3,,2.1|1||,0,0,3
16,5.3.2.2.2.1.1,22386,39480,2,1,,2|1.1||,0,0,1
16,5.3.2.2.2.2,10752,16352,10,4,2.2,1||1|1,inf,1,
16,5.3.3.1.1.1.1.1,14784,22512,8,3,2.2,1.1.1|||,inf,1,
16,5.3.3.2.1.1.1,36576,38688,11,7,5.2.1,|2||,9,6,1
16,5.3.3.2.2.1,34944,29904,8,3,2.2,1.1||1|,inf,1,
16,5.3.3.3.1.1,22016,14848,19,6,5.2.2.1.1.1,|1||,15,4,2
16,5.3.3.3.2,14784,8400,8,3,2.2,1.1|||1,inf,1,
16,5.4.1.1.1.1.1.1.1,4928,10304,13,8,3.2.1.1.1,1|||1,9,6,2
16,5.4.2.1.1.1.1.1,25928,27888,6,3,,2.1||1|,0,0,3
16,5.4.2.2.1.1.1,48384,35840,16,9,3.2.2.2.1.1.1,1|||,12,7,2
16,5.4.2.2.2.1,41678,24584,2,1,,2||1.1|,0,0,1
16,5.4.3.1.1.1.1,42560,20160,13,8,5.2.1,|1|1|,9,6,2
16,5.4.3.2.1.1,75488,23072,11,7,5.2.1,||1.1|,9,6,1
16,5.4.3.2.2,39648,9184,11,7,3.2.1.1.1,1.1|||,9,6,1
16,5.4.3.3.1,31296,3520,13,8,5.2.1,||1|1,9,6,2
16,5.4.4.1.1.1,23744,-112,8,3,2.2,1||2|,inf,1,
16,5.4.4.2.1,31296,-3520,13,8,3.2.1.1.1,1|1||,9,6,2
16,5.4.4.3,8484,-2240,4,2,,2|1|1|,0,0,2
16,5.5.1.1.1.1.1.1,8008,4256,6,3,,2.1|||1,0,0,3
16,5.5.2.1.1.1.1,27328,6272,12,5,4.2.2,1|1||,8,3,2
16,5.5.2.2.1.1,37184,2688,12,5,4.2.2,1||1|,8,3,2
16,5.5.2.2.2,17850,0,2,1,,2|||1.1,0,0,1
16,5.5.3.1.1.1,32256,-3584,19,6,5.2.2.1.1.1,|||1,15,4,2
16,5.5.3.2.1,39648,-9184,11,7,5.2.1,|||2,9,6,1
16,5.5.3.3,8800,-3520,10,4,4.2.2,1.1|||,8,3,1
16,5.5.4.1.1,14784,-8400,8,3,2.2,1|||2,inf,1,
16,5.5.4.2,10452,-7176,4,2,,2|1||1,0,0,2
16,5.5.5.1,1932,-2744,4,2,,2||1|1,0,0,2
16,6.1.1.1.1.1.1.1.1.1.1,-469,840,0,0,,|2.1.1||,0,0,0
16,6.2.1.1.1.1.1.1.1.1,0,5264,8,3,2.2,|1|1.1|,inf,1,
16,6.2.2.1.1.1.1.1.1,4480,12720,8,3,2.2,|1||1.1,inf,1,
16,6.2.2.2.1.1.1.1,11410,18200,2,1,,1.1|2||,0,0,1
16,6.2.2.2.2.1.1,13720,16240,6,3,,1|2.1||,0,0,3
16,6.2.2.2.2.2,6272,6496,10,4,2.2,|1|1|1,inf,1,
16,6.3.1.1.1.1.1.1.1,7168,11264,21,6,6.3.1.1.1,|||1,15,4,4
16,6.3.2.1.1.1.1.1,30976,26368,17,11,6.3.2.1,1|||,13,9,2
16,6.3.2.2.1.1.1,53774,30912,2,1,,|2.2||,0,0,1
16,6.3.2.2.2.1,44800,19712,17,11,6.3.2.1,||1|,13,9,2
16,6.3.3.1.1.1.1,37120,12720,8,3,2.2,|1.1.1||,inf,1,
16,6.3.3.2.1.1,62720,11760,8,3,2.2,|1.1|1|,inf,1,
16,6.3.3.2.2,32256,3584,19,6,6.3.1.1.1,1|||,15,4,2
16,6.3.3.3.1,23744,112,8,3,2.2,|1.1||1,inf,1,
16,6.4.1.1.1.1.1.1,18368,8064,12,5,3.3.1.1,1|1||,8,3,2
16,6.4.2.1.1.1.1,59080,8960,6,3,,|2.1|1|,0,0,3
16,6.4.2.2.1.1,77994,0,2,1,,|2|1.1|,0,0,1
16,6.4.2.2.2,37184,-2688,12,5,3.3.1.1,|1||1,8,3,2
16,6.4.3.1.1.1,62720,-11760,8,3,2.2,|1|2|,inf,1,
16,6.4.3.2.1,75488,-23072,11,7,3.2.1.1.1,|2||,9,6,1
16,6.4.3.3,16100,-7560,4,2,,1|2|1|,0,0,2
16,6.4.4.1.1,22016,-14848,19,6,6.3.1.1.1,||1|,15,4,2
16,6.4.4.2,15456,-12096,10,4,3.3.1.1,|1.1||,8,3,1
16,6.5.1.1.1.1.1,18088,-3472,6,3,,|2.1||1,0,0,3
16,6.5.2.1.1.1,44800,-19712,17,11,4.3.2.1.1.1,|1||,13,9,2
16,6.5.2.2.1,41678,-24584,2,1,,|2||1.1,0,0,1
16,6.5.3.1.1,34944,-29904,8,3,2.2,|1||2,inf,1,
16,6.5.3.2,22820,-22960,4,2,,1|2||1,0,0,2
16,6.5.4.1,8448,-15616,17,11,6.3.2.1,|||1,13,9,2
16,6.5.5,196,-2072,4,2,,|2|1|1,0,0,2
16,6.6.1.1.1.1,6272,-6496,10,4,2.2,1|1|1|,inf,1,
16,6.6.2.1.1,10752,-16352,10,4,2.2,1|1||1,inf,1,
16,6.6.2.2,5390,-9800,2,1,,2|2||,0,0,1
16,6.6.3.1,4480,-12880,8,3,2.2,1.1|1||,inf,1,
16,6.6.4,64,-3088,8,3,2.2,1|1.1||,inf,1,
16,7.1.1.1.1.1.1.1.1.1,469,1400,0,0,,||2.1.1|,0,0,0
16,7.2.1.1.1.1.1.1.1,5312,5312,13,8,3.2.1.1.1,||1|1,9,6,2
16,7.2.2.1.1.1.1.1,15534,8232,2,1,,1.1||2|,0,0,1
16,7.2.2.2.1.1.1,23296,7168,16,9,3.2.2.2.1.1.1,||1|,12,7,2
16,7.2.2.2.2.1,18088,3472,6,3,,1||2.1|,0,0,3
16,7.3.1.1.1.1.1.1,16960,4480,12,5,3.3.1.1,1||1|,8,3,2
16,7.3.2.1.1.1.1,47530,0,2,1,,|1.1|2|,0,0,1
16,7.3.2.2.1.1,59080,-8960,6,3,,|1|2.1|,0,0,3
16,7.3.2.2.2,27328,-6272,12,5,3.3.1.1,||1|1,8,3,2
16,7.3.3.1.1.1,37120,-12720,8,3,2.2,||3|,inf,1,
16,7.3.3.2.1,42560,-20160,13,8,3.2.1.1.1,|1|1|,9,6,2
16,7.3.3.3,8316,-5432,4,2,,1|1|2|,0,0,2
16,7.4.1.1.1.1.1,23296,-7168,16,9,7.4.1,|1||,12,7,2
16,7.4.2.1.1.1,53774,-30912,2,1,,||2.2|,0,0,1
16,7.4.2.2.1,48384,-35840,16,9,7.4.1,|||1,12,7,2
16,7.4.3.1.1,36576,-38688,11,7,3.2.1.1.1,||1.1|,9,6,1
16,7.4.3.2,23296,-28672,16,9,7.4.1,1|||,12,7,2
16,7.4.4.1,6048,-14784,10,4,3.3.1.1,||1.1|,8,3,1
16,7.5.1.1.1.1,13720,-16240,6,3,,||2.1|1,0,0,3
16,7.5.2.1.1,22386,-39480,2,1,,||2|1.1,0,0,1
16,7.5.2.2,10752,-23296,16,6,4.4.2.2,||1|,12,4,2
16,7.5.3.1,8028,-29520,4,2,,1||2|1,0,0,2
16,7.5.4,-420,-6440,4,2,,|1|2|1,0,0,2
16,7.6.1.1.1,1344,-11200,13,8,3.2.1.1.1,1||1|,9,6,2
16,7.6.2.1,-462,-17528,2,1,,2||2|,0,0,1
16,7.6.3,-1504,-6432,11,7,5.2.1,||2|,9,6,1
16,7.7.1.1,-1344,-2688,12,5,3.3.1.1,|1|1|,8,3,2
16,7.7.2,-1386,-2128,2,1,,|2|2|,0,0,1
16,8.1.1.1.1.1.1.1.1,1667,736,0,0,,|||2.1.1,0,0,0
16,8.2.1.1.1.1.1.1,8442,0,2,1,,1.1|||2,0,0,1
16,8.2.2.1.1.1.1,16960,-4480,12,5,4.2.2,|1||1,8,3,2
16,8.2.2.2.1.1,18368,-8064,12,5,4.2.2,||1|1,8,3,2
16,8.2.2.2.2,8008,-4256,6,3,,1|||2.1,0,0,3
16,8.3.1.1.1.1.1,15534,-8232,2,1,,|1.1||2,0,0,1
16,8.3.2.1.1.1,30976,-26368,17,11,4.3.2.1.1.1,|||1,13,9,2
16,8.3.2.2.1,25928,-27888,6,3,,|1||2.1,0,0,3
16,8.3.3.1.1,14784,-22512,8,3,2.2,|||3,inf,1,
16,8.3.3.2,8820,-15960,4,2,,1|1||2,0,0,2
16,8.4.1.1.1.1,11410,-18200,2,1,,||1.1|2,0,0,1
16,8.4.2.1.1,16120,-40720,6,3,,||1|2.1,0,0,3
16,8.4.2.2,7168,-23296,16,6,4.4.2.2,|||1,12,4,2
16,8.4.3.1,3500,-26600,4,2,,1||1|2,0,0,2
16,8.4.4,-868,-4256,4,2,,|1|1|2,0,0,2
16,8.5.1.1.1,350,-16240,2,1,,|||2.2,0,0,1
16,8.5.2.1,-3072,-24576,20,12,8.5.2.1,|||,20,12,0
16,8.5.3,-2912,-8512,10,4,4.2.2,|||1.1,8,3,1
16,8.6.1.1,-3738,-6384,2,1,,2|||2,0,0,1
16,8.6.2,-3648,-4992,12,5,4.2.2,1|||1,8,3,2
16,8.7.1,-1582,-840,2,1,,|2||2,0,0,1
16,8.8,-146,8,2,1,,||2|2,0,0,1
16,9.1.1.1.1.1.1.1,1667,-736,0,0,,3.1|||,0,0,0
16,9.2.1.1.1.1.1,5312,-5312,13,8,5.2.1,1|1||,9,6,2
16,9.2.2.1.1.1,7168,-11264,21,6,5.2.2.1.1.1,1|||,15,4,4
16,9.2.2.2.1,4928,-10304,13,8,5.2.1,1|||1,9,6,2
16,9.3.1.1.1.1,4480,-12720,8,3,2.2,2||1|,inf,1,
16,9.3.2.1.1,4032,-24752,8,3,2.2,2|||1,inf,1,
16,9.3.2.2,1092,-13496,4,2,,3|1||,0,0,2
16,9.3.3.1,-896,-11872,10,4,2.2,2.1|||,inf,1,
16,9.4.1.1.1,-2080,-13600,11,7,3.2.1.1.1,2|||,9,6,1
16,9.4.2.1,-5796,-19208,4,2,,3||1|,0,0,2
16,9.4.3,-3136,-5824,13,8,5.2.1,1||1|,9,6,2
16,9.5.1.1,-5060,-6560,4,2,,3|||1,0,0,2
16,9.5.2,-4704,-4928,10,4,4.2.2,2|||,8,3,1
16,9.6.1,-2528,-1056,11,7,5.2.1,1.1|||,9,6,1
16,9.7,-384,48,8,3,2.2,2|1||,inf,1,
16,10.1.1.1.1.1.1,469,-1400,0,0,,|3.1||,0,0,0
16,10.2.1.1.1.1,0,-5264,8,3,2.2,|2|1|,inf,1,
16,10.2.2.1.1,-1344,-7440,8,3,2.2,|2||1,inf,1,
16,10.2.2.2,-980,-3640,4,2,,1|3||,0,0,2
16,10.3.1.1.1,-3072,-7168,21,6,6.3.1.1.1,|1||,15,4,4
16,10.3.2.1,-5376,-8960,17,11,6.3.2.1,|1||,13,9,2
16,10.3.3,-1792,-2016,10,4,2.2,|2.1||,inf,1,
16,10.4.1.1,-4704,-4032,10,4,3.3.1.1,|2||,8,3,1
16,10.4.2,-4004,-2800,4,2,,|3|1|,0,0,2
16,10.5.1,-2548,-616,4,2,,|3||1,0,0,2
16,10.6,-448,112,8,3,2.2,1|2||,inf,1,
16,11.1.1.1.1.1,-469,-840,0,0,,||3.1|,0,0,0
16,11.2.1.1.1,-2016,-2016,11,7,3.2.1.1.1,||2|,9,6,1
16,11.2.2.1,-2380,-1800,4,2,,1||3|,0,0,2
16,11.3.1.1,-2976,-1344,10,4,3.3.1.1,||2|,8,3,1
16,11.3.2,-2268,-784,4,2,,|1|3|,0,0,2
16,11.4.1,-1792,0,16,9,7.4.1,||1|,12,7,2
16,11.5,-364,168,4,2,,||3|1,0,0,2
16,12.1.1.1.1,-483,-112,0,0,,|||3.1,0,0,0
16,12.2.1.1,-1148,0,4,2,,1|||3,0,0,2
16,12.2.2,-672,64,10,4,4.2.2,|||2,8,3,1
16,12.3.1,-860,280,4,2,,|1||3,0,0,2
16,12.4,-196,168,4,2,,||1|3,0,0,2
16,13.1.1.1,-161,112,0,0,,4|||,0,0,0
16,13.2.1,-224,224,11,7,5.2.1,2|||,9,6,1
16,13.3,-64,112,8,3,2.2,3|||,inf,1,
16,14.1.1,-7,56,0,0,,|4||,0,0,0
16,14.2,0,48,8,3,2.2,|3||,inf,1,
16,15.1,7,8,0,0,,||4|,0,0,0
16,16,1,0,0,0,,|||4,0,0,0
18,1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,0,1,0,0,1.1,||1.1.1.1|,0,0,0
18,2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,9,8,0,0,2,|||1.1.1.1,0,0,0
18,2.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1,63,0,0,0,2,1.1.1.1|||,0,0,0
18,2.2.2.1.1.1.1.1.1.1.1.1.1.1.1,168,-105,0,0,1.1,|1.1.1.1||,0,0,0
18,2.2.2.2.1.1.1.1.1.1.1.1.1.1,264,-372,4,2,1.1,|1|1.1.1|,0,0,2
18,2.2.2.2.2.1.1.1.1.1.1.1.1,252,-792,4,2,2,1|||1.1.1,0,0,2
18,2.2.2.2.2.2.1.1.1.1.1.1,84,-1176,4,2,2,1.1.1|||1,0,0,2
18,2.2.2.2.2.2.2.1.1.1.1,-120,-1308,4,2,1.1,|1.1.1|1|,0,0,2
18,2.2.2.2.2.2.2.2.1.1,-216,-1026,2,1,1.1,|1.1|1.1|,0,0,1
18,2.2.2.2.2.2.2.2.2,-98,-392,2,1,2,1.1|||1.1,0,0,1
18,3.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,72,-8,7,3,3.1.1.1,1.1.1|||,3,1,2
18,3.2.1.1.1.1.1.1.1.1.1.1.1.1.1,336,-336,9,6,3.2.1,|1.1.1||,5,4,2
18,3.2.2.1.1.1.1.1.1.1.1.1.1.1,432,-1539,0,0,1.1,||2.1.1|,0,0,0
18,3.2.2.2.1.1.1.1.1.1.1.1.1,-336,-3696,9,6,3.2.1,|||1.1.1,5,4,2
18,3.2.2.2.2.1.1.1.1.1.1.1,-2352,-6096,9,4,3.1.1.1,2.1|||,3,1,3
18,3.2.2.2.2.2.1.1.1.1.1,-4752,-7344,9,6,3.2.1,|1.1||1,5,4,2
18,3.2.2.2.2.2.2.1.1.1,-5712,-6594,2,1,1.1,||2.2|,0,0,1
18,3.2.2.2.2.2.2.2.1,-3952,-3856,9,6,3.2.1,|1||1.1,5,4,2
18,3.3.1.1.1.1.1.1.1.1.1.1.1.1,105,-1176,0,0,2,||1.1.1.1|,0,0,0
18,3.3.2.1.1.1.1.1.1.1.1.1.1,-1860,-4656,4,2,2,||1|1.1.1,0,0,2
18,3.3.2.2.1.1.1.1.1.1.1.1,-7992,-9288,7,3,3.1.1.1,1.1|1||,3,1,2
18,3.3.2.2.2.1.1.1.1.1.1,-17304,-12264,7,3,3.1.1.1,|1.1.1||,3,1,2
18,3.3.2.2.2.2.1.1.1.1,-24060,-11280,4,2,2,||1.1.1|1,0,0,2
18,3.3.2.2.2.2.2.1.1,-21654,-7344,2,1,2,||1.1|1.1,0,0,1
18,3.3.2.2.2.2.2.2,-8792,-2408,7,3,3.1.1.1,1|1.1||,3,1,2
18,3.3.3.1.1.1.1.1.1.1.1.1,-5460,-4200,4,2,2,1.1.1||1|,0,0,2
18,3.3.3.2.1.1.1.1.1.1.1,-19488,-7392,11,7,3.2.1,|2.1||,5,4,3
18,3.3.3.2.2.1.1.1.1.1,-36540,-5544,4,2,2,1||1.1.1|,0,0,2
18,3.3.3.2.2.2.1.1.1,-43008,0,22,10,3.3.3.2.2.2.1.1.1,|||,22,10,0
18,3.3.3.2.2.2.2.1,-29442,2520,2,1,2,1.1||1.1|,0,0,1
18,3.3.3.3.1.1.1.1.1.1,-17808,-168,6,3,1.1,|1|2.1|,0,0,3
18,3.3.3.3.2.1.1.1.1,-36876,6552,4,2,2,1||1|1.1,0,0,2
18,3.3.3.3.2.2.1.1,-38556,12096,4,2,2,1.1||1|1,0,0,2
18,3.3.3.3.2.2.2,-16440,6210,2,1,1.1,|1.1|2|,0,0,1
18,3.3.3.3.3.1.1.1,-18312,7560,7,3,3.1.1.1,2|1||,3,1,2
18,3.3.3.3.3.2.1,-18192,9936,9,6,3.2.1,|2||1,5,4,2
18,3.3.3.3.3.3,-2892,2136,4,2,2,1||1.1|1,0,0,2
18,4.1.1.1.1.1.1.1.1.1.1.1.1.1.1,168,-232,7,3,4.1.1,|1.1.1||,3,1,2
18,4.2.1.1.1.1.1.1.1.1.1.1.1.1,0,-1980,4,2,1.1,||1.1.1|1,0,0,2
18,4.2.2.1.1.1.1.1.1.1.1.1.1,-3024,-5985,0,0,1.1,|||1.1.1.1,0,0,0
18,4.2.2.2.1.1.1.1.1.1.1.1,-10920,-10584,7,3,4.1.1,1.1.1|||,3,1,2
18,4.2.2.2.2.1.1.1.1.1.1,-21960,-12600,7,3,4.1.1,1|1.1||,3,1,2
18,4.2.2.2.2.2.1.1.1.1,-29232,-10458,2,1,1.1,||1.1|1.1,0,0,1
18,4.2.2.2.2.2.2.1.1,-25760,-6020,4,2,1.1,||1|1.1.1,0,0,2
18,4.2.2.2.2.2.2.2,-10296,-1800,7,3,4.1.1,1.1|1||,3,1,2
18,4.3.1.1.1.1.1.1.1.1.1.1.1,-3717,-4824,0,0,2,|||2.1.1,0,0,0
18,4.3.2.1.1.1.1.1.1.1.1.1,-22848,-12096,13,9,4.3.2.1,1.1|||,11,8,1
18,4.3.2.2.1.1.1.1.1.1.1,-60048,-11376,9,4,4.1.1,|2.1||,3,1,3
18,4.3.2.2.2.1.1.1.1.1,-98496,2880,13,9,4.3.2.1,||1.1|,11,8,1
18,4.3.2.2.2.2.1.1.1,-107982,19488,2,1,2,|||2.2,0,0,1
18,4.3.2.2.2.2.2.1,-71296,19328,15,10,4.3.2.1,1||1|,11,8,2
18,4.3.3.1.1.1.1.1.1.1.1,-36792,252,4,2,1.1,|1.1.1||1,0,0,2
18,4.3.3.2.1.1.1.1.1.1,-102312,28476,4,2,1.1,|1|1.1|1,0,0,2
18,4.3.3.2.2.1.1.1.1,-153720,75600,6,3,2,1|||2.1,0,0,3
18,4.3.3.2.2.2.1.1,-140994,92232,2,1,2,1.1|||2,0,0,1
18,4.3.3.2.2.2.2,-57168,42300,4,2,1.1,|1.1|1|1,0,0,2
18,4.3.3.3.1.1.1.1.1,-72072,48300,4,2,1.1,|1||1.1.1,0,0,2
18,4.3.3.3.2.1.1.1,-116928,108864,13,9,4.3.2.1,2|||,11,8,1
18,4.3.3.3.2.2.1,-87192,98658,2,1,1.1,|1.1||1.1,0,0,1
18,4.3.3.3.3.1.1,-42120,57096,7,3,4.1.1,1|2||,3,1,2
18,4.3.3.3.3.2,-23016,36708,4,2,1.1,|1|1|1.1,0,0,2
18,4.4.1.1.1.1.1.1.1.1.1.1,-8904,-2232,7,3,3.1.1.1,1.1|||1,3,1,2
18,4.4.2.1.1.1.1.1.1.1.1,-40392,5832,7,3,4.1.1,|1.1|1|,3,1,2
18,4.4.2.2.1.1.1.1.1.1,-86184,37800,7,3,4.1.1,||1.1.1|,3,1,2
18,4.4.2.2.2.1.1.1.1,-115560,79080,7,3,3.1.1.1,|||1.1.1,3,1,2
18,4.4.2.2.2.2.1.1,-100008,87912,7,3,3.1.1.1,1|||1.1,3,1,2
18,4.4.2.2.2.2.2,-39368,38920,7,3,4.1.1,|1|1.1|,3,1,2
18,4.4.3.1.1.1.1.1.1.1,-58464,39816,6,3,1.1,||2.1|1,0,0,3
18,4.4.3.2.1.1.1.1.1,-131040,144480,11,7,3.2.1,|||2.1,5,4,3
18,4.4.3.2.2.1.1.1,-153720,234360,7,3,3.1.1.1,2|||1,3,1,2
18,4.4.3.2.2.2.1,-100080,188784,9,6,3.2.1,|1||2,5,4,2
18,4.4.3.3.1.1.1.1,-68040,140616,7,3,4.1.1,1.1||1|,3,1,2
18,4.4.3.3.2.1.1,-76464,228528,9,4,4.1.1,1|1|1|,3,1,3
18,4.4.3.3.2.2,-30240,115290,2,1,1.1,||2|1.1,0,0,1
18,4.4.3.3.3.1,-14280,81480,7,3,4.1.1,1||1.1|,3,1,2
18,4.4.4.1.1.1.1.1.1,-23352,45696,6,3,2,||1|2.1,0,0,3
18,4.4.4.2.1.1.1.1,-36624,133392,9,4,3.1.1.1,1|1||1,3,1,3
18,4.4.4.2.2.1.1,-24696,169848,7,3,3.1.1.1,|1.1||1,3,1,2
18,4.4.4.2.2.2,-6390,79680,2,1,2,||1.1|2,0,0,1
18,4.4.4.3.1.1.1,-2184,123144,7,3,4.1.1,|2|1|,3,1,2
18,4.4.4.3.2.1,10944,146112,13,9,4.3.2.1,||2|,11,8,1
18,4.4.4.3.3,5496,30600,7,3,3.1.1.1,|1||1.1,3,1,2
18,4.4.4.4.1.1,10248,34692,4,2,1.1,|1|2|1,0,0,2
18,4.4.4.4.2,8820,24696,4,2,2,1||1|2,0,0,2
18,5.1.1.1.1.1.1.1.1.1.1.1.1.1,-168,-812,4,2,1.1,1||1.1.1|,0,0,2
18,5.2.1.1.1.1.1.1.1.1.1.1.1,-4032,-4032,13,7,5.2.1.1.1,|||1.1,11,6,1
18,5.2.2.1.1.1.1.1.1.1.1.1,-17640,-6615,0,0,1.1,1.1.1.1|||,0,0,0
18,5.2.2.2.1.1.1.1.1.1.1,-40704,-2304,17,9,5.2.2.2.1.1.1,|1||,13,7,2
18,5.2.2.2.2.1.1.1.1.1,-61992,10242,2,1,1.1,1.1||1.1|,0,0,1
18,5.2.2.2.2.2.1.1.1,-64960,21056,13,7,5.2.1.1.1,|||2,11,6,1
18,5.2.2.2.2.2.2.1,-41832,17724,4,2,1.1,1.1.1||1|,0,0,2
18,5.3.1.1.1.1.1.1.1.1.1.1,-17955,-3024,0,0,2,2.1.1|||,0,0,0
18,5.3.2.1.1.1.1.1.1.1.1,-72912,16380,4,2,1.1,1|1.1.1||,0,0,2
18,5.3.2.2.1.1.1.1.1.1,-146880,78300,4,2,1.1,1|1|1.1|,0,0,2
18,5.3.2.2.2.1.1.1.1,-189378,152712,2,1,2,2|||1.1,0,0,1
18,5.3.2.2.2.2.1.1,-159320,164080,6,3,2,2.1|||1,0,0,3
18,5.3.2.2.2.2.2,-61992,71820,4,2,1.1,1|1.1|1|,0,0,2
18,5.3.3.1.1.1.1.1.1.1,-80640,64512,16,6,5.3.3.1.1.1,||1|,12,4,2
18,5.3.3.2.1.1.1.1.1,-169344,217728,15,8,5.2.1.1.1,|1||1,11,6,2
18,5.3.3.2.2.1.1.1,-187614,341712,2,1,2,2.2|||,0,0,1
18,5.3.3.2.2.2.1,-116928,270144,13,7,5.2.1.1.1,|1.1||,11,6,1
18,5.3.3.3.1.1.1.1,-75600,191100,4,2,1.1,1.1.1|1||,0,0,2
18,5.3.3.3.2.1.1,-75600,303030,2,1,1.1,1.1|1.1||,0,0,1
18,5.3.3.3.2.2,-26880,150528,16,6,5.3.3.1.1.1,|||1,12,4,2
18,5.3.3.3.3.1,-9288,103788,4,2,1.1,1.1|1|1|,0,0,2
