n,lam,d,cand,Lzero,Rzero,shift_c,ratio_re,ratio_im
7,2|1|1|1|1|1,2,princN6,1,1,0,,
7,2|1|1|1|1|1,2,princN7,1,1,0,,
7,2|1|1|1|1|1,2,fakedeg,1,1,0,,
7,2|1|1|1|1|1,3,princN2,0,1,,,
7,2|1|1|1|1|1,3,princN6,0,1,,,
7,2|1|1|1|1|1,3,princN7,0,1,,,
7,2|1|1|1|1|1,3,fakedeg,0,1,,,
7,2|1|1|1|1|1,4,princN2,0,1,,,
7,2|1|1|1|1|1,4,princN6,0,0,,-3.0,-0.0
7,2|1|1|1|1|1,4,princN7,0,1,,,
7,2|1|1|1|1|1,4,fakedeg,0,0,,-3.0,-0.0
7,1|1|1|1|1|1|1,2,princN1,0,1,,,
7,1|1|1|1|1|1|1,2,princN7,0,0,0,1.0,0.0
7,1|1|1|1|1|1|1,2,princN8,0,1,,,
7,1|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
7,1|1|1|1|1|1|1,3,princN1,0,1,,,
7,1|1|1|1|1|1|1,3,princN7,0,0,0,1.0,0.0
7,1|1|1|1|1|1|1,3,princN8,0,0,,0.5,-0.866025
7,1|1|1|1|1|1|1,3,fakedeg,0,0,0,1.0,0.0
7,1|1|1|1|1|1|1,4,princN1,0,1,,,
7,1|1|1|1|1|1|1,4,princN7,0,0,0,1.0,0.0
7,1|1|1|1|1|1|1,4,princN8,0,1,,,
7,1|1|1|1|1|1|1,4,fakedeg,0,0,0,1.0,0.0
8,8,2,princN1,0,0,0,1.0,0.0
8,8,2,princN2,0,0,0,1.0,0.0
8,8,2,princN8,0,0,,0.028571,0.0
8,8,2,fakedeg,0,0,0,1.0,0.0
8,8,3,princN1,0,0,0,1.0,0.0
8,8,3,princN2,0,1,,,
8,8,3,princN8,0,1,,,
8,8,3,fakedeg,0,0,0,1.0,0.0
8,8,4,princN1,0,0,0,1.0,0.0
8,8,4,princN2,0,0,0,1.0,0.0
8,8,4,princN8,0,0,,0.333333,0.0
8,8,4,fakedeg,0,0,0,1.0,0.0
8,7|1,2,princN2,0,0,0,1.0,-0.0
8,7|1,2,princN3,0,0,0,1.0,-0.0
8,7|1,2,princN7,0,0,,0.066667,-0.0
8,7|1,2,princN8,0,0,,0.028571,-0.0
8,7|1,2,fakedeg,0,0,0,1.0,-0.0
8,7|1,3,princN2,0,0,,-0.5,-2.598076
8,7|1,3,princN3,0,1,,,
8,7|1,3,princN7,0,1,,,
8,7|1,3,princN8,0,0,,-0.083333,-0.433013
8,7|1,3,fakedeg,0,0,,-0.5,-2.598076
8,7|1,4,princN2,0,0,,-3.0,-4.0
8,7|1,4,princN3,0,0,,-3.0,-4.0
8,7|1,4,princN7,0,0,,-1.0,-1.333333
8,7|1,4,princN8,0,0,,-1.0,-1.333333
8,7|1,4,fakedeg,0,0,,-3.0,-4.0
8,6|2,2,princN2,0,0,,4.0,-0.0
8,6|2,2,princN3,0,0,0,1.0,0.0
8,6|2,2,princN6,0,0,,0.133333,0.0
8,6|2,2,princN8,0,0,,0.05,0.0
8,6|2,2,fakedeg,0,0,0,1.0,-0.0
8,6|2,3,princN2,0,0,,1.0,5.196152
8,6|2,3,princN3,0,1,,,
8,6|2,3,princN6,0,1,,,
8,6|2,3,princN8,0,0,,0.166667,0.866025
8,6|2,3,fakedeg,0,0,,1.0,5.196152
8,6|2,4,princN2,0,0,,-0.0,-8.0
8,6|2,4,princN3,0,1,,,
8,6|2,4,princN6,0,0,,-0.0,-4.0
8,6|2,4,princN8,0,1,,,
8,6|2,4,fakedeg,0,1,,,
8,6|1|1,2,princN3,0,0,0,1.0,0.0
8,6|1|1,2,princN4,0,0,0,1.0,0.0
8,6|1|1,2,princN6,0,0,,0.2,0.0
8,6|1|1,2,princN8,0,0,,0.066667,0.0
8,6|1|1,2,fakedeg,0,0,0,1.0,0.0
8,6|1|1,3,princN3,0,1,,,
8,6|1|1,3,princN4,0,1,,,
8,6|1|1,3,princN6,0,1,,,
8,6|1|1,3,princN8,0,1,,,
8,6|1|1,3,fakedeg,0,1,,,
8,6|1|1,4,princN3,0,0,,-3.0,12.0
8,6|1|1,4,princN4,0,0,,-3.0,12.0
8,6|1|1,4,princN6,0,0,,-3.0,12.0
8,6|1|1,4,princN8,0,0,,-1.0,4.0
8,6|1|1,4,fakedeg,0,0,,-3.0,12.0
8,5|3,2,princN2,0,0,,4.0,-0.0
8,5|3,2,princN3,0,0,,2.0,-0.0
8,5|3,2,princN5,0,0,,0.333333,-0.0
8,5|3,2,princN8,0,0,,0.05,0.0
8,5|3,2,fakedeg,0,0,0,1.0,-0.0
8,5|3,3,princN2,0,1,,,
8,5|3,3,princN3,0,1,,,
8,5|3,3,princN5,0,1,,,
8,5|3,3,princN8,0,1,,,
8,5|3,3,fakedeg,0,0,,5.5,2.598076
8,5|3,4,princN2,0,0,,-0.0,8.0
8,5|3,4,princN3,0,1,,,
8,5|3,4,princN5,0,1,,,
8,5|3,4,princN8,0,1,,,
8,5|3,4,fakedeg,0,1,,,
8,5|2|1,2,princN3,1,1,0,,
8,5|2|1,2,princN4,1,1,0,,
8,5|2|1,2,princN5,1,1,0,,
8,5|2|1,2,princN8,1,1,0,,
8,5|2|1,2,fakedeg,1,1,0,,
8,5|2|1,3,princN3,0,1,,,
8,5|2|1,3,princN4,0,0,,-3.5,-2.598076
8,5|2|1,3,princN5,0,1,,,
8,5|2|1,3,princN8,0,1,,,
8,5|2|1,3,fakedeg,0,0,,-3.5,-2.598076
8,5|2|1,4,princN3,0,1,,,
8,5|2|1,4,princN4,0,1,,,
8,5|2|1,4,princN5,0,1,,,
8,5|2|1,4,princN8,0,1,,,
8,5|2|1,4,fakedeg,0,1,,,
8,5|1|1|1,2,princN4,0,0,0,1.0,-0.0
8,5|1|1|1,2,princN5,0,0,0,1.0,-0.0
8,5|1|1|1,2,princN8,0,0,,0.066667,0.0
8,5|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
8,5|1|1|1,3,princN4,0,0,,0.25,1.299038
8,5|1|1|1,3,princN5,0,1,,,
8,5|1|1|1,3,princN8,0,1,,,
8,5|1|1|1,3,fakedeg,0,0,,0.25,1.299038
8,5|1|1|1,4,princN4,0,0,,17.0,-8.0
8,5|1|1|1,4,princN5,0,0,,17.0,-8.0
8,5|1|1|1,4,princN8,0,0,,5.666667,-2.666667
8,5|1|1|1,4,fakedeg,0,0,,17.0,-8.0
8,4|4,2,princN2,0,0,,6.0,-0.0
8,4|4,2,princN3,0,0,,2.0,-0.0
8,4|4,2,princN4,0,0,,0.666667,-0.0
8,4|4,2,princN8,0,0,,0.06,0.0
8,4|4,2,fakedeg,0,0,0,1.0,-0.0
8,4|4,3,princN2,0,0,,0.5,-2.598076
8,4|4,3,princN3,0,1,,,
8,4|4,3,princN4,0,1,,,
8,4|4,3,princN8,0,0,,0.055556,-0.288675
8,4|4,3,fakedeg,0,0,,0.25,-1.299038
8,4|4,4,princN2,0,0,,-2.0,4.0
8,4|4,4,princN3,0,0,,-2.0,4.0
8,4|4,4,princN4,0,0,,-2.0,4.0
8,4|4,4,princN8,0,0,,-0.5,1.0
8,4|4,4,fakedeg,0,0,,-1.0,2.0
8,4|3|1,2,princN3,0,0,,2.0,0.0
8,4|3|1,2,princN4,0,0,,2.0,0.0
8,4|3|1,2,princN8,0,0,,0.1,0.0
8,4|3|1,2,fakedeg,0,0,0,1.0,0.0
8,4|3|1,3,princN3,0,1,,,
8,4|3|1,3,princN4,0,0,,5.5,7.794229
8,4|3|1,3,princN8,0,1,,,
8,4|3|1,3,fakedeg,0,0,,5.5,7.794229
8,4|3|1,4,princN3,0,0,,14.0,-12.0
8,4|3|1,4,princN4,0,0,,14.0,-12.0
8,4|3|1,4,princN8,0,0,,3.5,-3.0
8,4|3|1,4,fakedeg,0,0,,7.0,-6.0
8,4|2|2,2,princN3,0,0,,4.0,0.0
8,4|2|2,2,princN4,0,0,,2.0,0.0
8,4|2|2,2,princN8,0,0,,0.1,0.0
8,4|2|2,2,fakedeg,0,0,0,1.0,0.0
8,4|2|2,3,princN3,0,1,,,
8,4|2|2,3,princN4,0,1,,,
8,4|2|2,3,princN8,0,0,,-0.166667,2.598076
8,4|2|2,3,fakedeg,0,0,,-0.5,7.794229
8,4|2|2,4,princN3,0,1,,,
8,4|2|2,4,princN4,0,1,,,
8,4|2|2,4,princN8,0,1,,,
8,4|2|2,4,fakedeg,0,1,,,
8,4|2|1|1,2,princN4,0,0,,2.0,-0.0
8,4|2|1|1,2,princN5,0,0,0,1.0,0.0
8,4|2|1|1,2,princN8,0,0,,0.1,0.0
8,4|2|1|1,2,fakedeg,0,0,0,1.0,0.0
8,4|2|1|1,3,princN4,0,1,,,
8,4|2|1|1,3,princN5,0,1,,,
8,4|2|1|1,3,princN8,0,1,,,
8,4|2|1|1,3,fakedeg,0,1,,,
8,4|2|1|1,4,princN4,0,0,,-30.0,0.0
8,4|2|1|1,4,princN5,0,0,,-15.0,-0.0
8,4|2|1|1,4,princN8,0,0,,-7.5,-0.0
8,4|2|1|1,4,fakedeg,0,0,,-15.0,0.0
8,4|1|1|1|1,2,princN4,0,1,,,
8,4|1|1|1|1,2,princN5,0,0,0,1.0,0.0
8,4|1|1|1|1,2,princN6,0,0,0,1.0,0.0
8,4|1|1|1|1,2,princN8,0,0,,0.2,0.0
8,4|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
8,4|1|1|1|1,3,princN4,0,1,,,
8,4|1|1|1|1,3,princN5,0,0,,0.25,-1.299038
8,4|1|1|1|1,3,princN6,0,1,,,
8,4|1|1|1|1,3,princN8,0,0,,0.083333,-0.433013
8,4|1|1|1|1,3,fakedeg,0,0,,0.25,-1.299038
8,4|1|1|1|1,4,princN4,0,1,,,
8,4|1|1|1|1,4,princN5,0,0,,17.0,8.0
8,4|1|1|1|1,4,princN6,0,0,,17.0,8.0
8,4|1|1|1|1,4,princN8,0,0,,17.0,8.0
8,4|1|1|1|1,4,fakedeg,0,0,,17.0,8.0
8,3|3|2,2,princN3,0,0,,6.0,-0.0
8,3|3|2,2,princN4,0,0,,2.0,-0.0
8,3|3|2,2,princN8,0,0,,0.1,0.0
8,3|3|2,2,fakedeg,0,0,0,1.0,0.0
8,3|3|2,3,princN3,0,1,,,
8,3|3|2,3,princN4,0,1,,,
8,3|3|2,3,princN8,0,1,,,
8,3|3|2,3,fakedeg,0,1,,,
8,3|3|2,4,princN3,0,0,,-6.0,0.0
8,3|3|2,4,princN4,0,0,,-6.0,0.0
8,3|3|2,4,princN8,0,0,,-1.5,-0.0
8,3|3|2,4,fakedeg,0,0,,-3.0,0.0
8,3|3|1|1,2,princN3,0,1,,,
8,3|3|1|1,2,princN4,0,0,,2.0,-0.0
8,3|3|1|1,2,princN5,0,0,,1.333333,-0.0
8,3|3|1|1,2,princN8,0,0,,0.1,0.0
8,3|3|1|1,2,fakedeg,0,0,0,1.0,-0.0
8,3|3|1|1,3,princN3,0,1,,,
8,3|3|1|1,3,princN4,0,0,,-0.5,-7.794229
8,3|3|1|1,3,princN5,0,1,,,
8,3|3|1|1,3,princN8,0,1,,,
8,3|3|1|1,3,fakedeg,0,0,,-0.5,-7.794229
8,3|3|1|1,4,princN3,0,1,,,
8,3|3|1|1,4,princN4,0,1,,,
8,3|3|1|1,4,princN5,0,1,,,
8,3|3|1|1,4,princN8,0,1,,,
8,3|3|1|1,4,fakedeg,0,1,,,
8,3|2|2|1,2,princN3,0,1,,,
8,3|2|2|1,2,princN4,0,0,,2.0,-0.0
8,3|2|2|1,2,princN5,0,0,,2.0,-0.0
8,3|2|2|1,2,princN8,0,0,,0.1,-0.0
8,3|2|2|1,2,fakedeg,0,0,0,1.0,-0.0
8,3|2|2|1,3,princN3,0,1,,,
8,3|2|2|1,3,princN4,0,1,,,
8,3|2|2|1,3,princN5,0,0,,5.5,-7.794229
8,3|2|2|1,3,princN8,0,0,,1.833333,-2.598076
8,3|2|2|1,3,fakedeg,0,0,,5.5,-7.794229
8,3|2|2|1,4,princN3,0,1,,,
8,3|2|2|1,4,princN4,0,0,,14.0,12.0
8,3|2|2|1,4,princN5,0,0,,14.0,12.0
8,3|2|2|1,4,princN8,0,0,,3.5,3.0
8,3|2|2|1,4,fakedeg,0,0,,7.0,6.0
8,3|2|1|1|1,2,princN3,1,1,0,,
8,3|2|1|1|1,2,princN5,1,1,0,,
8,3|2|1|1|1,2,princN6,1,1,0,,
8,3|2|1|1|1,2,princN8,1,1,0,,
8,3|2|1|1|1,2,fakedeg,1,1,0,,
8,3|2|1|1|1,3,princN3,0,1,,,
8,3|2|1|1|1,3,princN5,0,0,,-3.5,2.598076
8,3|2|1|1|1,3,princN6,0,1,,,
8,3|2|1|1|1,3,princN8,0,0,,-1.166667,0.866025
8,3|2|1|1|1,3,fakedeg,0,0,,-3.5,2.598076
8,3|2|1|1|1,4,princN3,0,1,,,
8,3|2|1|1|1,4,princN5,0,1,,,
8,3|2|1|1|1,4,princN6,0,1,,,
8,3|2|1|1|1,4,princN8,0,1,,,
8,3|2|1|1|1,4,fakedeg,0,1,,,
8,3|1|1|1|1|1,2,princN3,0,1,,,
8,3|1|1|1|1|1,2,princN6,0,0,0,1.0,-0.0
8,3|1|1|1|1|1,2,princN7,0,0,0,1.0,-0.0
8,3|1|1|1|1|1,2,princN8,0,0,,0.2,-0.0
8,3|1|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
8,3|1|1|1|1|1,3,princN3,0,1,,,
8,3|1|1|1|1|1,3,princN6,0,1,,,
8,3|1|1|1|1|1,3,princN7,0,1,,,
8,3|1|1|1|1|1,3,princN8,0,1,,,
8,3|1|1|1|1|1,3,fakedeg,0,1,,,
8,3|1|1|1|1|1,4,princN3,0,1,,,
8,3|1|1|1|1|1,4,princN6,0,0,,-3.0,-12.0
8,3|1|1|1|1|1,4,princN7,0,0,,-3.0,-12.0
8,3|1|1|1|1|1,4,princN8,0,0,,-3.0,-12.0
8,3|1|1|1|1|1,4,fakedeg,0,0,,-3.0,-12.0
8,2|2|2|2,2,princN2,0,1,,,
8,2|2|2|2,2,princN4,0,0,,6.0,-0.0
8,2|2|2|2,2,princN5,0,0,,2.0,0.0
8,2|2|2|2,2,princN8,0,0,,0.166667,0.0
8,2|2|2|2,2,fakedeg,0,0,0,1.0,0.0
8,2|2|2|2,3,princN2,0,1,,,
8,2|2|2|2,3,princN4,0,0,,0.5,2.598076
8,2|2|2|2,3,princN5,0,1,,,
8,2|2|2|2,3,princN8,0,1,,,
8,2|2|2|2,3,fakedeg,0,0,,0.25,1.299038
8,2|2|2|2,4,princN2,0,1,,,
8,2|2|2|2,4,princN4,0,0,,-2.0,-4.0
8,2|2|2|2,4,princN5,0,0,,-2.0,-4.0
8,2|2|2|2,4,princN8,0,0,,-0.5,-1.0
8,2|2|2|2,4,fakedeg,0,0,,-1.0,-2.0
8,2|2|2|1|1,2,princN2,0,1,,,
8,2|2|2|1|1,2,princN5,0,0,,2.0,0.0
8,2|2|2|1|1,2,princN6,0,0,,1.333333,0.0
8,2|2|2|1|1,2,princN8,0,0,,0.25,0.0
8,2|2|2|1|1,2,fakedeg,0,0,0,1.0,0.0
8,2|2|2|1|1,3,princN2,0,1,,,
8,2|2|2|1|1,3,princN5,0,0,,5.5,-2.598076
8,2|2|2|1|1,3,princN6,0,1,,,
8,2|2|2|1|1,3,princN8,0,0,,1.833333,-0.866025
8,2|2|2|1|1,3,fakedeg,0,0,,5.5,-2.598076
8,2|2|2|1|1,4,princN2,0,1,,,
8,2|2|2|1|1,4,princN5,0,1,,,
8,2|2|2|1|1,4,princN6,0,0,,0.0,8.0
8,2|2|2|1|1,4,princN8,0,1,,,
8,2|2|2|1|1,4,fakedeg,0,1,,,
8,2|2|1|1|1|1,2,princN2,0,1,,,
8,2|2|1|1|1|1,2,princN6,0,0,,1.333333,-0.0
8,2|2|1|1|1|1,2,princN7,0,0,0,1.0,0.0
8,2|2|1|1|1|1,2,princN8,0,0,,0.25,0.0
8,2|2|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
8,2|2|1|1|1|1,3,princN2,0,1,,,
8,2|2|1|1|1|1,3,princN6,0,1,,,
8,2|2|1|1|1|1,3,princN7,0,0,,1.0,-5.196152
8,2|2|1|1|1|1,3,princN8,0,1,,,
8,2|2|1|1|1|1,3,fakedeg,0,0,,1.0,-5.196152
8,2|2|1|1|1|1,4,princN2,0,1,,,
8,2|2|1|1|1|1,4,princN6,0,0,,-0.0,-8.0
8,2|2|1|1|1|1,4,princN7,0,1,,,
8,2|2|1|1|1|1,4,princN8,0,1,,,
8,2|2|1|1|1|1,4,fakedeg,0,1,,,
8,2|1|1|1|1|1|1,2,princN2,0,1,,,
8,2|1|1|1|1|1|1,2,princN7,0,0,0,1.0,0.0
8,2|1|1|1|1|1|1,2,princN8,0,0,0,1.0,0.0
8,2|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
8,2|1|1|1|1|1|1,3,princN2,0,1,,,
8,2|1|1|1|1|1|1,3,princN7,0,0,,-0.5,2.598076
8,2|1|1|1|1|1|1,3,princN8,0,1,,,
8,2|1|1|1|1|1|1,3,fakedeg,0,0,,-0.5,2.598076
8,2|1|1|1|1|1|1,4,princN2,0,1,,,
8,2|1|1|1|1|1|1,4,princN7,0,0,,-3.0,4.0
8,2|1|1|1|1|1|1,4,princN8,0,0,,-3.0,4.0
8,2|1|1|1|1|1|1,4,fakedeg,0,0,,-3.0,4.0
8,1|1|1|1|1|1|1|1,2,princN1,0,1,,,
8,1|1|1|1|1|1|1|1,2,princN8,0,0,0,1.0,0.0
8,1|1|1|1|1|1|1|1,2,princN9,0,0,0,1.0,0.0
8,1|1|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
8,1|1|1|1|1|1|1|1,3,princN1,0,1,,,
8,1|1|1|1|1|1|1|1,3,princN8,0,0,0,1.0,0.0
8,1|1|1|1|1|1|1|1,3,princN9,0,1,,,
8,1|1|1|1|1|1|1|1,3,fakedeg,0,0,0,1.0,0.0
8,1|1|1|1|1|1|1|1,4,princN1,0,1,,,
8,1|1|1|1|1|1|1|1,4,princN8,0,0,0,1.0,0.0
8,1|1|1|1|1|1|1|1,4,princN9,0,0,0,1.0,0.0
8,1|1|1|1|1|1|1|1,4,fakedeg,0,0,0,1.0,0.0
9,9,2,princN1,0,0,0,1.0,0.0
9,9,2,princN2,0,1,,,
9,9,2,princN9,0,0,,0.014286,0.0
9,9,2,fakedeg,0,0,0,1.0,0.0
9,9,3,princN1,0,0,0,1.0,0.0
9,9,3,princN2,0,0,0,1.0,0.0
9,9,3,princN9,0,0,,0.1,0.0
9,9,3,fakedeg,0,0,0,1.0,0.0
9,9,4,princN1,0,0,0,1.0,0.0
9,9,4,princN2,0,0,,0.5,-0.5
9,9,4,princN9,0,0,,0.166667,0.0
9,9,4,fakedeg,0,0,0,1.0,0.0
9,8|1,2,princN2,1,1,0,,
9,8|1,2,princN3,1,1,0,,
9,8|1,2,princN8,1,1,0,,
9,8|1,2,princN9,1,1,0,,
9,8|1,2,fakedeg,1,1,0,,
9,8|1,3,princN2,0,0,,-5.0,-0.0
9,8|1,3,princN3,0,0,,-5.0,-0.0
9,8|1,3,princN8,0,0,,-0.5,0.0
9,8|1,3,princN9,0,0,,-0.5,-0.0
9,8|1,3,fakedeg,0,0,,-5.0,-0.0
9,8|1,4,princN2,0,1,,,
9,8|1,4,princN3,0,1,,,
9,8|1,4,princN8,0,1,,,
9,8|1,4,princN9,0,1,,,
9,8|1,4,fakedeg,0,1,,,
9,7|2,2,princN2,0,1,,,
9,7|2,2,princN3,0,0,0,1.0,0.0
9,7|2,2,princN7,0,0,,0.066667,0.0
9,7|2,2,princN9,0,0,,0.028571,0.0
9,7|2,2,fakedeg,0,0,0,1.0,0.0
9,7|2,3,princN2,0,1,,,
9,7|2,3,princN3,0,1,,,
9,7|2,3,princN7,0,1,,,
9,7|2,3,princN9,0,1,,,
9,7|2,3,fakedeg,0,1,,,
9,7|2,4,princN2,0,0,,4.5,7.5
9,7|2,4,princN3,0,0,,12.0,3.0
9,7|2,4,princN7,0,0,,4.0,1.0
9,7|2,4,princN9,0,0,,-1.0,4.0
9,7|2,4,fakedeg,0,0,,-3.0,12.0
9,7|1|1,2,princN3,0,0,0,1.0,0.0
9,7|1|1,2,princN4,0,1,,,
9,7|1|1,2,princN7,0,0,,0.066667,0.0
9,7|1|1,2,princN9,0,0,,0.028571,0.0
9,7|1|1,2,fakedeg,0,0,0,1.0,0.0
9,7|1|1,3,princN3,0,0,,10.0,0.0
9,7|1|1,3,princN4,0,0,,10.0,0.0
9,7|1|1,3,princN7,0,0,,2.5,0.0
9,7|1|1,3,princN9,0,0,0,1.0,0.0
9,7|1|1,3,fakedeg,0,0,,10.0,0.0
9,7|1|1,4,princN3,0,1,,,
9,7|1|1,4,princN4,0,1,,,
9,7|1|1,4,princN7,0,1,,,
9,7|1|1,4,princN9,0,1,,,
9,7|1|1,4,fakedeg,0,1,,,
9,6|3,2,princN2,1,1,0,,
9,6|3,2,princN3,1,1,0,,
9,6|3,2,princN6,1,1,0,,
9,6|3,2,princN9,1,1,0,,
9,6|3,2,fakedeg,1,1,0,,
9,6|3,3,princN2,0,0,,18.0,0.0
9,6|3,3,princN3,0,0,,18.0,0.0
9,6|3,3,princN6,0,0,,3.0,0.0
9,6|3,3,princN9,0,0,0,1.0,-0.0
9,6|3,3,fakedeg,0,0,,6.0,0.0
9,6|3,4,princN2,0,1,,,
9,6|3,4,princN3,0,1,,,
9,6|3,4,princN6,0,1,,,
9,6|3,4,princN9,0,1,,,
9,6|3,4,fakedeg,0,1,,,
9,6|2|1,2,princN3,0,0,0,1.0,-0.0
9,6|2|1,2,princN4,0,1,,,
9,6|2|1,2,princN6,0,1,,,
9,6|2|1,2,princN9,0,0,,0.028571,-0.0
9,6|2|1,2,fakedeg,0,0,0,1.0,-0.0
9,6|2|1,3,princN3,0,0,,-30.0,-0.0
9,6|2|1,3,princN4,0,0,,-10.0,-0.0
9,6|2|1,3,princN6,0,0,,-5.0,0.0
9,6|2|1,3,princN9,0,0,,-1.666667,-0.0
9,6|2|1,3,fakedeg,0,0,,-10.0,-0.0
9,6|2|1,4,princN3,0,0,,-36.0,19.0
9,6|2|1,4,princN4,0,1,,,
9,6|2|1,4,princN6,0,0,,-27.5,-8.5
9,6|2|1,4,princN9,0,0,,-6.333333,-12.0
9,6|2|1,4,fakedeg,0,0,,-19.0,-36.0
9,6|1|1|1,2,princN4,1,1,0,,
9,6|1|1|1,2,princN5,1,1,0,,
9,6|1|1|1,2,princN6,1,1,0,,
9,6|1|1|1,2,princN9,1,1,0,,
9,6|1|1|1,2,fakedeg,1,1,0,,
9,6|1|1|1,3,princN4,0,0,,5.5,0.0
9,6|1|1|1,3,princN5,0,0,,5.5,0.0
9,6|1|1|1,3,princN6,0,0,,5.5,0.0
9,6|1|1|1,3,princN9,0,0,,1.375,-0.0
9,6|1|1|1,3,fakedeg,0,0,,5.5,0.0
9,6|1|1|1,4,princN4,0,1,,,
9,6|1|1|1,4,princN5,0,1,,,
9,6|1|1|1,4,princN6,0,1,,,
9,6|1|1|1,4,princN9,0,1,,,
9,6|1|1|1,4,fakedeg,0,1,,,
9,5|4,2,princN2,0,1,,,
9,5|4,2,princN3,0,0,,2.0,0.0
9,5|4,2,princN5,0,0,,0.333333,0.0
9,5|4,2,princN9,0,0,,0.04,0.0
9,5|4,2,fakedeg,0,0,0,1.0,0.0
9,5|4,3,princN2,0,0,,-15.0,0.0
9,5|4,3,princN3,0,0,,-15.0,-0.0
9,5|4,3,princN5,0,0,,-2.5,-0.0
9,5|4,3,princN9,0,0,,-0.833333,-0.0
9,5|4,3,fakedeg,0,0,,-5.0,-0.0
9,5|4,4,princN2,0,0,,-7.0,-5.0
9,5|4,4,princN3,0,0,,-12.0,2.0
9,5|4,4,princN5,0,0,,-1.0,-6.0
9,5|4,4,princN9,0,0,,-0.333333,-2.0
9,5|4,4,fakedeg,0,0,,-1.0,-6.0
9,5|3|1,2,princN3,0,0,,2.0,-0.0
9,5|3|1,2,princN4,0,1,,,
9,5|3|1,2,princN5,0,0,,0.333333,-0.0
9,5|3|1,2,princN9,0,0,,0.04,0.0
9,5|3|1,2,fakedeg,0,0,0,1.0,-0.0
9,5|3|1,3,princN3,0,1,,,
9,5|3|1,3,princN4,0,1,,,
9,5|3|1,3,princN5,0,1,,,
9,5|3|1,3,princN9,0,1,,,
9,5|3|1,3,fakedeg,0,1,,,
9,5|3|1,4,princN3,0,0,,36.0,-30.0
9,5|3|1,4,princN4,0,1,,,
9,5|3|1,4,princN5,0,0,,15.0,18.0
9,5|3|1,4,princN9,0,0,,5.0,6.0
9,5|3|1,4,fakedeg,0,0,,15.0,18.0
9,5|2|2,2,princN3,0,0,,4.0,-0.0
9,5|2|2,2,princN4,0,1,,,
9,5|2|2,2,princN5,0,0,,0.5,0.0
9,5|2|2,2,princN9,0,0,,0.05,0.0
9,5|2|2,2,fakedeg,0,0,0,1.0,0.0
9,5|2|2,3,princN3,0,0,,30.0,-0.0
9,5|2|2,3,princN4,0,0,,30.0,0.0
9,5|2|2,3,princN5,0,0,,10.0,0.0
9,5|2|2,3,princN9,0,0,,1.666667,-0.0
9,5|2|2,3,fakedeg,0,0,,10.0,0.0
9,5|2|2,4,princN3,0,1,,,
9,5|2|2,4,princN4,0,1,,,
9,5|2|2,4,princN5,0,1,,,
9,5|2|2,4,princN9,0,1,,,
9,5|2|2,4,fakedeg,0,1,,,
9,5|2|1|1,2,princN4,0,1,,,
9,5|2|1|1,2,princN5,0,0,0,1.0,0.0
9,5|2|1|1,2,princN9,0,0,,0.066667,0.0
9,5|2|1|1,2,fakedeg,0,0,0,1.0,0.0
9,5|2|1|1,3,princN4,0,1,,,
9,5|2|1|1,3,princN5,0,1,,,
9,5|2|1|1,3,princN9,0,1,,,
9,5|2|1|1,3,fakedeg,0,1,,,
9,5|2|1|1,4,princN4,0,1,,,
9,5|2|1|1,4,princN5,0,0,,-63.0,-24.0
9,5|2|1|1,4,princN9,0,0,,-21.0,-8.0
9,5|2|1|1,4,fakedeg,0,0,,-63.0,-24.0
9,5|1|1|1|1,2,princN5,0,0,0,1.0,-0.0
9,5|1|1|1|1,2,princN6,0,1,,,
9,5|1|1|1|1,2,princN9,0,0,,0.066667,0.0
9,5|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
9,5|1|1|1|1,3,princN5,0,0,,-5.0,-0.0
9,5|1|1|1|1,3,princN6,0,0,,-5.0,0.0
9,5|1|1|1|1,3,princN9,0,0,,-1.25,-0.0
9,5|1|1|1|1,3,fakedeg,0,0,,-5.0,-0.0
9,5|1|1|1|1,4,princN5,0,0,,17.0,-0.0
9,5|1|1|1|1,4,princN6,0,0,,8.5,-8.5
9,5|1|1|1|1,4,princN9,0,0,,5.666667,0.0
9,5|1|1|1|1,4,fakedeg,0,0,,17.0,-0.0
9,4|4|1,2,princN3,0,0,,2.0,-0.0
9,4|4|1,2,princN4,0,1,,,
9,4|4|1,2,princN9,0,0,,0.04,-0.0
9,4|4|1,2,fakedeg,0,0,0,1.0,-0.0
9,4|4|1,3,princN3,0,0,,24.0,-0.0
9,4|4|1,3,princN4,0,0,,12.0,0.0
9,4|4|1,3,princN9,0,0,,1.333333,-0.0
9,4|4|1,3,fakedeg,0,0,,8.0,0.0
9,4|4|1,4,princN3,0,1,,,
9,4|4|1,4,princN4,0,1,,,
9,4|4|1,4,princN9,0,1,,,
9,4|4|1,4,fakedeg,0,1,,,
9,4|3|2,2,princN3,1,1,0,,
9,4|3|2,2,princN4,1,1,0,,
9,4|3|2,2,princN9,1,1,0,,
9,4|3|2,2,fakedeg,1,1,0,,
