m,lam,j,Mj,v2Mj,v2binom,val,f,v2f,jbits,mbits,in_Jstar,core4,quot4,quotsize
11,4|4|4|4|3|3,7,1172070,1,1,11,76211850,1,111,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,8,653085,0,0,8,76211850,1,1000,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,9,364806,1,0,11,76211850,1,1001,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,10,204270,1,0,12,76211850,1,1010,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,11,114675,0,0,11,76211850,1,1011,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|2|1,0,341429088,5,0,10,341429088,5,0,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,1,188451120,4,0,9,341429088,5,1,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,2,104260728,3,0,8,341429088,5,10,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,3,57818332,2,0,7,341429088,5,11,1011,1,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,4,32138392,3,1,12,341429088,5,100,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,5,17905228,2,1,11,341429088,5,101,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,6,9997920,5,1,18,341429088,5,110,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,7,5594820,2,1,13,341429088,5,111,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,8,3137472,6,0,20,341429088,5,1000,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,9,1763040,5,0,19,341429088,5,1001,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,10,992676,2,0,14,341429088,5,1010,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|2|1,11,560010,1,0,13,341429088,5,1011,1011,0,3|2|1,;2;;2,0|2|0|2
11,4|4|4|4|3|1|1|1,0,271591320,3,0,6,271591320,3,0,1011,1,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,1,151667880,3,0,7,271591320,3,1,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,2,84781788,2,0,6,271591320,3,10,1011,1,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,3,47450676,2,0,7,271591320,3,11,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,4,26594204,2,1,10,271591320,3,100,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,5,14927480,3,1,13,271591320,3,101,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,6,8392105,0,1,8,271591320,3,110,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,7,4725581,0,1,9,271591320,3,111,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,8,2665292,2,0,12,271591320,3,1000,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,9,1505700,2,0,13,271591320,3,1001,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,10,851970,1,0,12,271591320,3,1010,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|3|1|1|1,11,482790,1,0,13,271591320,3,1011,1011,0,3|1|1|1,2;1;;1,2|1|0|1
11,4|4|4|4|2|2|2,0,177827650,1,0,2,177827650,1,0,1011,1,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,1,99306350,1,0,3,177827650,1,1,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,2,55548350,1,0,4,177827650,1,10,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,3,31122520,3,0,9,177827650,1,11,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,4,17465877,0,1,6,177827650,1,100,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,5,9817995,0,1,7,177827650,1,101,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,6,5528070,1,1,10,177827650,1,110,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,7,3117730,1,1,11,177827650,1,111,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,8,1761205,0,0,8,177827650,1,1000,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,9,996515,0,0,9,177827650,1,1001,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,10,564775,0,0,10,177827650,1,1010,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|2,11,320650,1,0,13,177827650,1,1011,1011,0,1|1,;1|1;2;1,0|2|2|1
11,4|4|4|4|2|2|1|1,0,366648282,1,0,2,366648282,1,0,1011,1,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,1,206338860,2,0,5,366648282,1,1,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,2,116201358,1,0,4,366648282,1,10,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,3,65495430,1,0,5,366648282,1,11,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,4,36952461,0,1,6,366648282,1,100,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,5,20871822,1,1,9,366648282,1,101,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,6,11803230,1,1,10,366648282,1,110,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,7,6683292,2,1,13,366648282,1,111,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,8,3789177,0,0,8,366648282,1,1000,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,9,2151198,1,0,11,366648282,1,1001,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,10,1223019,0,0,10,366648282,1,1010,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|2|1|1,11,696465,0,0,11,366648282,1,1011,1011,0,2,1|1;;1;2,2|0|1|2
11,4|4|4|4|2|1|1|1|1,0,271591320,3,0,6,271591320,3,0,1011,1,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,1,155195040,5,0,11,271591320,3,1,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,2,88587408,4,0,10,271591320,3,10,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,3,50534848,6,0,15,271591320,3,11,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,4,28820428,2,1,10,271591320,3,100,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,5,16437580,2,1,11,271591320,3,101,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,6,9378040,3,1,14,271591320,3,110,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,7,5353096,3,1,15,271591320,3,111,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,8,3057586,1,0,10,271591320,3,1000,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,9,1747788,2,0,13,271591320,3,1001,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,10,1000020,2,0,14,271591320,3,1010,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|2|1|1|1|1,11,572880,4,0,19,271591320,3,1011,1011,0,2,1;;1;2|1,1|0|1|3
11,4|4|4|4|1|1|1|1|1|1,0,87744888,3,0,6,87744888,3,0,1011,1,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,1,51279480,3,0,7,87744888,3,1,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,2,29868048,4,0,10,87744888,3,10,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,3,17350704,4,0,11,87744888,3,11,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,4,10058916,2,1,10,87744888,3,100,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,5,5823048,3,1,13,87744888,3,101,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,6,3367560,3,1,14,87744888,3,110,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,7,1946280,3,1,15,87744888,3,111,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,8,1124466,1,0,10,87744888,3,1000,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,9,649614,1,0,11,87744888,3,1001,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,10,375396,2,0,14,87744888,3,1010,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|4|1|1|1|1|1|1,11,217140,2,0,15,87744888,3,1011,1011,0,1|1,;1;2|1;1,0|1|3|1
11,4|4|4|3|3|3|1,0,213393180,2,0,4,213393180,2,0,1011,1,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,1,119167620,2,0,5,213393180,2,1,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,2,66701778,1,0,4,213393180,2,10,1011,1,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,3,37417094,1,0,5,213393180,2,11,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,4,21033298,1,1,8,213393180,2,100,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,5,11846890,1,1,9,213393180,2,101,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,6,6685310,1,1,10,213393180,2,110,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,7,3779412,2,1,13,213393180,2,111,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,8,2140326,1,0,10,213393180,2,1000,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,9,1214106,1,0,11,213393180,2,1001,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,10,689805,0,0,10,213393180,2,1010,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|3|1,11,392535,0,0,11,213393180,2,1011,1011,0,3|1|1|1,;1|1;;1|1,0|2|0|2
11,4|4|4|3|3|2|2,0,298750452,2,0,4,298750452,2,0,1011,1,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,1,168127960,3,0,7,298750452,2,1,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,2,94784690,1,0,4,298750452,2,10,1011,1,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,3,53525472,5,0,13,298750452,2,11,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,4,30274244,2,1,10,298750452,2,100,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,5,17149462,1,1,9,298750452,2,101,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,6,9729075,0,1,8,298750452,2,110,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,7,5527382,1,1,11,298750452,2,111,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,8,3144694,1,0,10,298750452,2,1000,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,9,1791552,6,0,21,298750452,2,1001,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,10,1021979,0,0,10,298750452,2,1010,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|2,11,583660,2,0,15,298750452,2,1011,1011,0,4|1|1,;2;1|1;,0|2|2|0
11,4|4|4|3|3|2|1|1,0,581981400,3,0,6,581981400,3,0,1011,1,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,1,330041400,3,0,7,581981400,3,1,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,2,187324020,2,0,6,581981400,3,10,1011,1,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,3,106417740,2,0,7,581981400,3,11,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,4,60513622,1,1,8,581981400,3,100,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,5,34445220,2,1,11,581981400,3,101,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,6,19627095,0,1,8,581981400,3,110,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,7,11195555,0,1,9,581981400,3,111,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,8,6393000,3,0,14,581981400,3,1000,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,9,3654540,2,0,13,581981400,3,1001,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,10,2091300,2,0,14,581981400,3,1010,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|2|1|1,11,1197900,2,0,15,581981400,3,1011,1011,0,3|1|1|1,1;1;;1|1,1|1|0|2
11,4|4|4|3|3|1|1|1|1,0,349188840,3,0,6,349188840,3,0,1011,1,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,1,201048120,3,0,7,349188840,3,1,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,2,115656372,2,0,6,349188840,3,10,1011,1,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,3,66498588,2,0,7,349188840,3,11,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,4,38224992,5,1,16,349188840,3,100,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,5,21972120,3,1,13,349188840,3,101,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,6,12631815,0,1,8,349188840,3,110,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,7,7264299,0,1,9,349188840,3,111,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,8,4179336,3,0,14,349188840,3,1000,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,9,2405700,2,0,13,349188840,3,1001,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,10,1385490,1,0,12,349188840,3,1010,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|3|1|1|1|1,11,798270,1,0,13,349188840,3,1011,1011,0,3|1|1|1,;1;;1|1|1,0|1|0|3
11,4|4|4|3|2|2|2|1,0,496624128,9,0,18,496624128,9,0,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,1,284860160,8,0,17,496624128,9,1,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,2,163448064,8,0,18,496624128,9,10,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,3,93814656,7,0,17,496624128,9,11,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,4,53866384,4,1,14,496624128,9,100,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,5,30941688,3,1,13,496624128,9,101,1011,1,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,6,17781840,4,1,16,496624128,9,110,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,7,10224536,3,1,15,496624128,9,111,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,8,5882592,5,0,18,496624128,9,1000,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,9,3386640,4,0,17,496624128,9,1001,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,10,1950976,8,0,26,496624128,9,1010,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|2|1,11,1124640,5,0,21,496624128,9,1011,1011,0,4|3|2|1,1;;2;,1|0|2|0
11,4|4|4|3|2|2|1|1|1,0,611080470,1,0,2,611080470,1,0,1011,1,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,1,354479580,2,0,5,611080470,1,1,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,2,205419942,1,0,4,611080470,1,10,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,3,118946646,1,0,5,611080470,1,11,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,4,68835585,0,1,6,611080470,1,100,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,5,39820950,1,1,9,611080470,1,101,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,6,23031765,0,1,8,611080470,1,110,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,7,13320783,0,1,9,611080470,1,111,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,8,7705089,0,0,8,611080470,1,1000,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,9,4457754,1,0,11,611080470,1,1001,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,10,2579745,0,0,10,611080470,1,1010,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|2|1|1|1,11,1493415,0,0,11,611080470,1,1011,1011,0,2,;;1;2|2,0|0|1|4
11,4|4|4|3|2|1|1|1|1|1,0,382018560,10,0,20,382018560,10,0,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,1,225738240,9,0,19,382018560,10,1,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,2,132988416,9,0,20,382018560,10,10,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,3,78149888,8,0,19,382018560,10,11,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,4,45829664,5,1,16,382018560,10,100,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,5,26831600,4,1,15,382018560,10,101,1011,1,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,6,15688640,6,1,20,382018560,10,110,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,7,9164288,9,1,27,382018560,10,111,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,8,5349344,5,0,18,382018560,10,1000,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,9,3120912,4,0,17,382018560,10,1001,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,10,1820160,9,0,28,382018560,10,1010,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|2|1|1|1|1|1,11,1061280,5,0,21,382018560,10,1011,1011,0,4|3|2|1,;;2|1;,0|0|3|0
11,4|4|4|3|1|1|1|1|1|1|1,0,118186992,4,0,8,118186992,4,0,1011,1,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,1,71628480,6,0,13,118186992,4,1,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,2,43179048,3,0,8,118186992,4,10,1011,1,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,3,25907904,6,0,15,118186992,4,11,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,4,15482940,2,1,10,118186992,4,100,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,5,9221652,2,1,11,118186992,4,101,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,6,5477040,4,1,16,118186992,4,110,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,7,3245508,2,1,13,118186992,4,111,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,8,1919568,4,0,16,118186992,4,1000,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,9,1133604,2,0,13,118186992,4,1001,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,10,668634,1,0,12,118186992,4,1010,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|3|1|1|1|1|1|1|1,11,394020,2,0,15,118186992,4,1011,1011,0,4|1|1,;2|1;1;,0|3|1|0
11,4|4|4|2|2|2|2|2,0,126742616,3,0,6,126742616,3,0,1011,1,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,1,74070360,3,0,7,126742616,3,1,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,2,43272684,2,0,6,126742616,3,10,1011,1,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,3,25268516,2,0,7,126742616,3,11,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,4,14747824,4,1,14,126742616,3,100,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,5,8603434,1,1,9,126742616,3,101,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,6,5017005,0,1,8,126742616,3,110,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,7,2924761,0,1,9,126742616,3,111,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,8,1704724,2,0,12,126742616,3,1000,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,9,993496,3,0,15,126742616,3,1001,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,10,578928,4,0,18,126742616,3,1010,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|2,11,337260,2,0,15,126742616,3,1011,1011,0,3|1|1|1,1;1|1;;1,1|2|0|1
11,4|4|4|2|2|2|2|1|1,0,290990700,2,0,4,290990700,2,0,1011,1,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,1,171319200,5,0,11,290990700,2,1,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,2,100736220,2,0,6,290990700,2,10,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,3,59161440,5,0,13,290990700,2,11,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,4,34706009,0,1,6,290990700,2,100,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,5,20339440,4,1,15,290990700,2,101,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,6,11909925,0,1,8,290990700,2,110,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,7,6969270,1,1,11,290990700,2,111,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,8,4076070,1,0,10,290990700,2,1000,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,9,2382984,3,0,15,290990700,2,1001,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,10,1392630,1,0,12,290990700,2,1010,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|2|1|1,11,813450,1,0,13,290990700,2,1011,1011,0,2,;;1|1;2|1,0|0|2|3
11,4|4|4|2|2|2|1|1|1|1,0,279798750,1,0,2,279798750,1,0,1011,1,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,1,167152500,2,0,5,279798750,1,1,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,2,99564750,1,0,4,279798750,1,10,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,3,59150250,1,0,5,279798750,1,11,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,4,35058750,1,1,8,279798750,1,100,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,5,20737500,2,1,11,279798750,1,101,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,6,12245250,1,1,10,279798750,1,110,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,7,7220325,0,1,9,279798750,1,111,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,8,4252425,0,0,8,279798750,1,1000,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,9,2502030,1,0,11,279798750,1,1001,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,10,1470825,0,0,10,279798750,1,1010,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|2|1|1|1|1,11,863775,0,0,11,279798750,1,1011,1011,0,2,;;1|1|1;2,0|0|3|2
11,4|4|4|2|2|1|1|1|1|1|1,0,164148600,3,0,6,164148600,3,0,1011,1,3|1|1|1,;1|1|1;;1,0|3|0|1
11,4|4|4|2|2|1|1|1|1|1|1,1,100194600,3,0,7,164148600,3,1,1011,0,3|1|1|1,;1|1|1;;1,0|3|0|1
